Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,142857,475
"(352, '2024-09-27', 'Bahn', 6, 129, 18),",352,DEUWOB001 ,AUTWNR001,2024-09-27 00:00:00,Bahn,6,129,18,4204,,
"(352, '2024-09-27', 'LKW', 19, 108, 15),",352,DEUWOB001 ,AUTWNR001,2024-09-27 00:00:00,LKW,19,108,15,4205,,
"(353, '2024-09-27', 'Bahn', 17, 348, 50),",353,DEUWOB001 ,BELESK001,2024-09-27 00:00:00,Bahn,17,348,50,4206,,
"(353, '2024-09-27', 'LKW', 24, 232, 33),",353,DEUWOB001 ,BELESK001,2024-09-27 00:00:00,LKW,24,232,33,4207,,
"(354, '2024-09-27', 'LKW', 8, 6, 1),",354,DEUWOB001 ,BELZEE001,2024-09-27 00:00:00,LKW,8,6,1,4208,,
"(355, '2024-09-27', 'Bahn', 49, 302, 43),",355,DEUWOB001 ,CHELPG001,2024-09-27 00:00:00,Bahn,49,302,43,4209,,
"(356, '2024-09-27', 'Bahn', 4, 65, 9),",356,DEUWOB001 ,CZEJNC001,2024-09-27 00:00:00,Bahn,4,65,9,4210,,
"(356, '2024-09-27', 'LKW', 46, 236, 34),",356,DEUWOB001 ,CZEJNC001,2024-09-27 00:00:00,LKW,46,236,34,4211,,
"(357, '2024-09-27', 'Bahn', 28, 543, 78),",357,DEUWOB001 ,DEUBRV001,2024-09-27 00:00:00,Bahn,28,543,78,4212,,
"(357, '2024-09-27', 'LKW', 20, 37, 5),",357,DEUWOB001 ,DEUBRV001,2024-09-27 00:00:00,LKW,20,37,5,4213,,
"(358, '2024-09-27', 'LKW', 12, 125, 18),",358,DEUWOB001 ,DEUCAN001,2024-09-27 00:00:00,LKW,12,125,18,4214,,
"(359, '2024-09-27', 'Bahn', 22, 974, 139),",359,DEUWOB001 ,DEUCUX002,2024-09-27 00:00:00,Bahn,22,974,139,4215,,
"(360, '2024-09-27', 'LKW', 50, 361, 52),",360,DEUWOB001 ,DEUDAR001,2024-09-27 00:00:00,LKW,50,361,52,4216,,
"(361, '2024-09-27', 'LKW', 4, 10, 1),",361,DEUWOB001 ,DEUEME001,2024-09-27 00:00:00,LKW,4,10,1,4217,,
"(362, '2024-09-27', 'Bahn', 295, 2316, 331),",362,DEUWOB001 ,DEUEME002,2024-09-27 00:00:00,Bahn,295,2316,331,4218,,
"(362, '2024-09-27', 'LKW', 57, 726, 104),",362,DEUWOB001 ,DEUEME002,2024-09-27 00:00:00,LKW,57,726,104,4219,,
"(363, '2024-09-27', 'Bahn', 133, 1377, 197),",363,DEUWOB001 ,DEUEME003,2024-09-27 00:00:00,Bahn,133,1377,197,4220,,
"(363, '2024-09-27', 'LKW', 26, 722, 103),",363,DEUWOB001 ,DEUEME003,2024-09-27 00:00:00,LKW,26,722,103,4221,,
"(364, '2024-09-27', 'Bahn', 27, 674, 96),",364,DEUWOB001 ,DEUESS001,2024-09-27 00:00:00,Bahn,27,674,96,4222,,
"(364, '2024-09-27', 'LKW', 19, 192, 27),",364,DEUWOB001 ,DEUESS001,2024-09-27 00:00:00,LKW,19,192,27,4223,,
"(365, '2024-09-27', 'LKW', 15, 378, 54),",365,DEUWOB001 ,DEUFAB001,2024-09-27 00:00:00,LKW,15,378,54,4224,,
"(366, '2024-09-27', 'LKW', 8, 54, 8),",366,DEUWOB001 ,DEUGHU001,2024-09-27 00:00:00,LKW,8,54,8,4225,,
"(367, '2024-09-27', 'LKW', 11, 89, 13),",367,DEUWOB001 ,DEUGIG001,2024-09-27 00:00:00,LKW,11,89,13,4226,,
"(368, '2024-09-27', 'LKW', 24, 286, 41),",368,DEUWOB001 ,DEUHAM001,2024-09-27 00:00:00,LKW,24,286,41,4227,,
"(369, '2024-09-27', 'LKW', 2, 53, 8),",369,DEUWOB001 ,DEUHAM002,2024-09-27 00:00:00,LKW,2,53,8,4228,,
"(370, '2024-09-27', 'LKW', 31, 206, 29),",370,DEUWOB001 ,DEUILG001,2024-09-27 00:00:00,LKW,31,206,29,4229,,
"(371, '2024-09-27', 'LKW', 14, 100, 14),",371,DEUWOB001 ,DEUKAS001,2024-09-27 00:00:00,LKW,14,100,14,4230,,
"(372, '2024-09-27', 'LKW', 24, 122, 17),",372,DEUWOB001 ,DEUKIP001,2024-09-27 00:00:00,LKW,24,122,17,4231,,
"(373, '2024-09-27', 'Bahn', 4, 84, 12),",373,DEUWOB001 ,DEULBC002,2024-09-27 00:00:00,Bahn,4,84,12,4232,,
"(373, '2024-09-27', 'LKW', 33, 169, 24),",373,DEUWOB001 ,DEULBC002,2024-09-27 00:00:00,LKW,33,169,24,4233,,
"(374, '2024-09-27', 'LKW', 63, 5, 1),",374,DEUWOB001 ,DEULEH001,2024-09-27 00:00:00,LKW,63,5,1,4234,,
"(375, '2024-09-27', 'LKW', 13, 103, 15),",375,DEUWOB001 ,DEUNDS001,2024-09-27 00:00:00,LKW,13,103,15,4235,,
"(376, '2024-09-27', 'LKW', 42, 143, 20),",376,DEUWOB001 ,DEUNSS001,2024-09-27 00:00:00,LKW,42,143,20,4236,,
"(377, '2024-09-27', 'Bahn', 6, 42, 6),",377,DEUWOB001 ,DEUNUE001,2024-09-27 00:00:00,Bahn,6,42,6,4237,,
"(377, '2024-09-27', 'LKW', 13, 178, 25),",377,DEUWOB001 ,DEUNUE001,2024-09-27 00:00:00,LKW,13,178,25,4238,,
"(378, '2024-09-27', 'LKW', 26, 300, 43),",378,DEUWOB001 ,DEUOSN002,2024-09-27 00:00:00,LKW,26,300,43,4239,,
"(379, '2024-09-27', 'Ship', 64, 1180, 169),",379,DEUWOB001 ,DEURDN001,2024-09-27 00:00:00,Ship,64,1180,169,4240,,
"(380, '2024-09-27', 'LKW', 36, 262, 37),",380,DEUWOB001 ,DEURKW001,2024-09-27 00:00:00,LKW,36,262,37,4241,,
"(381, '2024-09-27', 'Bahn', 48, 310, 44),",381,DEUWOB001 ,DEUWLZ001,2024-09-27 00:00:00,Bahn,48,310,44,4242,,
"(382, '2024-09-27', 'LKW', 40, 1233, 176),",382,DEUWOB001 ,DEUWOB001 ,2024-09-27 00:00:00,LKW,40,1233,176,4243,,
"(383, '2024-09-27', 'LKW', 2, 75, 11),",383,DEUWOB001 ,DNKRNG001,2024-09-27 00:00:00,LKW,2,75,11,4244,,
"(384, '2024-09-27', 'Bahn', 2, 45, 6),",384,DEUWOB001 ,DNKVDP001,2024-09-27 00:00:00,Bahn,2,45,6,4245,,
"(384, '2024-09-27', 'LKW', 4, 73, 10),",384,DEUWOB001 ,DNKVDP001,2024-09-27 00:00:00,LKW,4,73,10,4246,,
"(385, '2024-09-27', 'Bahn', 22, 489, 70),",385,DEUWOB001 ,ESPTAR001,2024-09-27 00:00:00,Bahn,22,489,70,4247,,
"(385, '2024-09-27', 'LKW', 8, 20, 3),",385,DEUWOB001 ,ESPTAR001,2024-09-27 00:00:00,LKW,8,20,3,4248,,
"(386, '2024-09-27', 'Ship', 1, 242, 35),",386,DEUWOB001 ,FRAA5V001,2024-09-27 00:00:00,Ship,1,242,35,4249,,
"(387, '2024-09-27', 'LKW', 22, 15, 2),",387,DEUWOB001 ,FRAALG001,2024-09-27 00:00:00,LKW,22,15,2,4250,,
"(388, '2024-09-27', 'Bahn', 39, 361, 52),",388,DEUWOB001 ,FRACBA001,2024-09-27 00:00:00,Bahn,39,361,52,4251,,
"(388, '2024-09-27', 'LKW', 15, 59, 8),",388,DEUWOB001 ,FRACBA001,2024-09-27 00:00:00,LKW,15,59,8,4252,,
"(389, '2024-09-27', 'LKW', 18, 13, 2),",389,DEUWOB001 ,FRALAU001,2024-09-27 00:00:00,LKW,18,13,2,4253,,
"(390, '2024-09-27', 'Bahn', 42, 923, 132),",390,DEUWOB001 ,HUNBUA001,2024-09-27 00:00:00,Bahn,42,923,132,4254,,
"(391, '2024-09-27', 'Bahn', 34, 459, 66),",391,DEUWOB001 ,ITAARP001,2024-09-27 00:00:00,Bahn,34,459,66,4255,,
"(391, '2024-09-27', 'LKW', 12, 0, 0),",391,DEUWOB001 ,ITAARP001,2024-09-27 00:00:00,LKW,12,0,0,4256,,
"(392, '2024-09-27', 'Bahn', 77, 414, 59),",392,DEUWOB001 ,ITAPEF001,2024-09-27 00:00:00,Bahn,77,414,59,4257,,
"(392, '2024-09-27', 'LKW', 10, 37, 5),",392,DEUWOB001 ,ITAPEF001,2024-09-27 00:00:00,LKW,10,37,5,4258,,
"(393, '2024-09-27', 'Bahn', 37, 325, 46),",393,DEUWOB001 ,ITAVRN001,2024-09-27 00:00:00,Bahn,37,325,46,4259,,
"(393, '2024-09-27', 'LKW', 12, 52, 7),",393,DEUWOB001 ,ITAVRN001,2024-09-27 00:00:00,LKW,12,52,7,4260,,
"(394, '2024-09-27', 'LKW', 7, 52, 7),",394,DEUWOB001 ,LUXHOW001,2024-09-27 00:00:00,LKW,7,52,7,4261,,
"(395, '2024-09-27', 'Bahn', 36, 834, 119),",395,DEUWOB001 ,NLDLEU001,2024-09-27 00:00:00,Bahn,36,834,119,4262,,
"(395, '2024-09-27', 'LKW', 32, 91, 13),",395,DEUWOB001 ,NLDLEU001,2024-09-27 00:00:00,LKW,32,91,13,4263,,
"(397, '2024-09-27', 'Bahn', 20, 42, 6),",397,DEUWOB001 ,POLSRZ001,2024-09-27 00:00:00,Bahn,20,42,6,4264,,
"(397, '2024-09-27', 'LKW', 55, 297, 42),",397,DEUWOB001 ,POLSRZ001,2024-09-27 00:00:00,LKW,55,297,42,4265,,
"(398, '2024-09-27', 'LKW', 2, 56, 8),",398,DEUWOB001 ,ROUCUT001,2024-09-27 00:00:00,LKW,2,56,8,4266,,
"(399, '2024-09-27', 'LKW', 32, 111, 16),",399,DEUWOB001 ,SVKBTS002,2024-09-27 00:00:00,LKW,32,111,16,4267,,
"(400, '2024-09-27', 'Bahn', 31, 4558, 651),",400,DEUWOB001 ,SVNKOP001,2024-09-27 00:00:00,Bahn,31,4558,651,4268,,
"(400, '2024-09-27', 'LKW', 3, 20, 3),",400,DEUWOB001 ,SVNKOP001,2024-09-27 00:00:00,LKW,3,20,3,4269,,
"(350, '2024-09-28', 'LKW', 1, 34, 5),",350,DEUWOB001 ,AUTHIT001,2024-09-28 00:00:00,LKW,1,34,5,4270,,
"(351, '2024-09-28', 'Bahn', 2, 261, 37),",351,DEUWOB001 ,AUTSWN001,2024-09-28 00:00:00,Bahn,2,261,37,4271,,
"(352, '2024-09-28', 'LKW', 2, 108, 15),",352,DEUWOB001 ,AUTWNR001,2024-09-28 00:00:00,LKW,2,108,15,4272,,
"(353, '2024-09-28', 'Bahn', 4, 348, 50),",353,DEUWOB001 ,BELESK001,2024-09-28 00:00:00,Bahn,4,348,50,4273,,
"(353, '2024-09-28', 'LKW', 6, 232, 33),",353,DEUWOB001 ,BELESK001,2024-09-28 00:00:00,LKW,6,232,33,4274,,
"(355, '2024-09-28', 'Bahn', 7, 302, 43),",355,DEUWOB001 ,CHELPG001,2024-09-28 00:00:00,Bahn,7,302,43,4275,,
"(356, '2024-09-28', 'LKW', 3, 236, 34),",356,DEUWOB001 ,CZEJNC001,2024-09-28 00:00:00,LKW,3,236,34,4276,,
"(357, '2024-09-28', 'Bahn', 2, 543, 78),",357,DEUWOB001 ,DEUBRV001,2024-09-28 00:00:00,Bahn,2,543,78,4277,,
"(357, '2024-09-28', 'LKW', 2, 37, 5),",357,DEUWOB001 ,DEUBRV001,2024-09-28 00:00:00,LKW,2,37,5,4278,,
"(358, '2024-09-28', 'LKW', 1, 125, 18),",358,DEUWOB001 ,DEUCAN001,2024-09-28 00:00:00,LKW,1,125,18,4279,,
"(359, '2024-09-28', 'Bahn', 7, 974, 139),",359,DEUWOB001 ,DEUCUX002,2024-09-28 00:00:00,Bahn,7,974,139,4280,,
"(362, '2024-09-28', 'Bahn', 16, 2316, 331),",362,DEUWOB001 ,DEUEME002,2024-09-28 00:00:00,Bahn,16,2316,331,4281,,
"(362, '2024-09-28', 'LKW', 3, 726, 104),",362,DEUWOB001 ,DEUEME002,2024-09-28 00:00:00,LKW,3,726,104,4282,,
"(363, '2024-09-28', 'Bahn', 7, 1377, 197),",363,DEUWOB001 ,DEUEME003,2024-09-28 00:00:00,Bahn,7,1377,197,4283,,
"(363, '2024-09-28', 'LKW', 1, 722, 103),",363,DEUWOB001 ,DEUEME003,2024-09-28 00:00:00,LKW,1,722,103,4284,,
"(366, '2024-09-28', 'LKW', 1, 54, 8),",366,DEUWOB001 ,DEUGHU001,2024-09-28 00:00:00,LKW,1,54,8,4285,,
"(367, '2024-09-28', 'LKW', 1, 89, 13),",367,DEUWOB001 ,DEUGIG001,2024-09-28 00:00:00,LKW,1,89,13,4286,,
"(371, '2024-09-28', 'LKW', 1, 100, 14),",371,DEUWOB001 ,DEUKAS001,2024-09-28 00:00:00,LKW,1,100,14,4287,,
"(372, '2024-09-28', 'LKW', 1, 122, 17),",372,DEUWOB001 ,DEUKIP001,2024-09-28 00:00:00,LKW,1,122,17,4288,,
"(373, '2024-09-28', 'LKW', 1, 169, 24),",373,DEUWOB001 ,DEULBC002,2024-09-28 00:00:00,LKW,1,169,24,4289,,
"(374, '2024-09-28', 'LKW', 11, 5, 1),",374,DEUWOB001 ,DEULEH001,2024-09-28 00:00:00,LKW,11,5,1,4290,,
"(376, '2024-09-28', 'LKW', 2, 143, 20),",376,DEUWOB001 ,DEUNSS001,2024-09-28 00:00:00,LKW,2,143,20,4291,,
"(378, '2024-09-28', 'LKW', 1, 300, 43),",378,DEUWOB001 ,DEUOSN002,2024-09-28 00:00:00,LKW,1,300,43,4292,,
"(379, '2024-09-28', 'Ship', 16, 1180, 169),",379,DEUWOB001 ,DEURDN001,2024-09-28 00:00:00,Ship,16,1180,169,4293,,
"(381, '2024-09-28', 'Bahn', 5, 310, 44),",381,DEUWOB001 ,DEUWLZ001,2024-09-28 00:00:00,Bahn,5,310,44,4294,,
"(382, '2024-09-28', 'LKW', 6, 1233, 176),",382,DEUWOB001 ,DEUWOB001 ,2024-09-28 00:00:00,LKW,6,1233,176,4295,,
"(385, '2024-09-28', 'Bahn', 3, 489, 70),",385,DEUWOB001 ,ESPTAR001,2024-09-28 00:00:00,Bahn,3,489,70,4296,,
"(385, '2024-09-28', 'LKW', 1, 20, 3),",385,DEUWOB001 ,ESPTAR001,2024-09-28 00:00:00,LKW,1,20,3,4297,,
"(388, '2024-09-28', 'Bahn', 1, 361, 52),",388,DEUWOB001 ,FRACBA001,2024-09-28 00:00:00,Bahn,1,361,52,4298,,
"(389, '2024-09-28', 'LKW', 1, 13, 2),",389,DEUWOB001 ,FRALAU001,2024-09-28 00:00:00,LKW,1,13,2,4299,,
"(390, '2024-09-28', 'Bahn', 4, 923, 132),",390,DEUWOB001 ,HUNBUA001,2024-09-28 00:00:00,Bahn,4,923,132,4300,,
"(391, '2024-09-28', 'Bahn', 2, 459, 66),",391,DEUWOB001 ,ITAARP001,2024-09-28 00:00:00,Bahn,2,459,66,4301,,
"(392, '2024-09-28', 'Bahn', 10, 414, 59),",392,DEUWOB001 ,ITAPEF001,2024-09-28 00:00:00,Bahn,10,414,59,4302,,
"(392, '2024-09-28', 'LKW', 1, 37, 5),",392,DEUWOB001 ,ITAPEF001,2024-09-28 00:00:00,LKW,1,37,5,4303,,
"(393, '2024-09-28', 'Bahn', 16, 325, 46),",393,DEUWOB001 ,ITAVRN001,2024-09-28 00:00:00,Bahn,16,325,46,4304,,
"(393, '2024-09-28', 'LKW', 6, 52, 7),",393,DEUWOB001 ,ITAVRN001,2024-09-28 00:00:00,LKW,6,52,7,4305,,
"(394, '2024-09-28', 'LKW', 2, 52, 7),",394,DEUWOB001 ,LUXHOW001,2024-09-28 00:00:00,LKW,2,52,7,4306,,
"(397, '2024-09-28', 'Bahn', 1, 42, 6),",397,DEUWOB001 ,POLSRZ001,2024-09-28 00:00:00,Bahn,1,42,6,4307,,
"(397, '2024-09-28', 'LKW', 5, 297, 42),",397,DEUWOB001 ,POLSRZ001,2024-09-28 00:00:00,LKW,5,297,42,4308,,
"(398, '2024-09-28', 'LKW', 2, 56, 8),",398,DEUWOB001 ,ROUCUT001,2024-09-28 00:00:00,LKW,2,56,8,4309,,
"(399, '2024-09-28', 'LKW', 1, 111, 16),",399,DEUWOB001 ,SVKBTS002,2024-09-28 00:00:00,LKW,1,111,16,4310,,
"(400, '2024-09-28', 'Bahn', 4, 4558, 651),",400,DEUWOB001 ,SVNKOP001,2024-09-28 00:00:00,Bahn,4,4558,651,4311,,
"(351, '2024-09-29', 'Bahn', 2, 261, 37),",351,DEUWOB001 ,AUTSWN001,2024-09-29 00:00:00,Bahn,2,261,37,4312,,
"(353, '2024-09-29', 'Bahn', 2, 348, 50),",353,DEUWOB001 ,BELESK001,2024-09-29 00:00:00,Bahn,2,348,50,4313,,
"(353, '2024-09-29', 'LKW', 2, 232, 33),",353,DEUWOB001 ,BELESK001,2024-09-29 00:00:00,LKW,2,232,33,4314,,
"(354, '2024-09-29', 'LKW', 2, 6, 1),",354,DEUWOB001 ,BELZEE001,2024-09-29 00:00:00,LKW,2,6,1,4315,,
"(355, '2024-09-29', 'Bahn', 9, 302, 43),",355,DEUWOB001 ,CHELPG001,2024-09-29 00:00:00,Bahn,9,302,43,4316,,
"(356, '2024-09-29', 'LKW', 5, 236, 34),",356,DEUWOB001 ,CZEJNC001,2024-09-29 00:00:00,LKW,5,236,34,4317,,
"(357, '2024-09-29', 'Bahn', 5, 543, 78),",357,DEUWOB001 ,DEUBRV001,2024-09-29 00:00:00,Bahn,5,543,78,4318,,
"(357, '2024-09-29', 'LKW', 4, 37, 5),",357,DEUWOB001 ,DEUBRV001,2024-09-29 00:00:00,LKW,4,37,5,4319,,
"(358, '2024-09-29', 'LKW', 1, 125, 18),",358,DEUWOB001 ,DEUCAN001,2024-09-29 00:00:00,LKW,1,125,18,4320,,
"(360, '2024-09-29', 'LKW', 10, 361, 52),",360,DEUWOB001 ,DEUDAR001,2024-09-29 00:00:00,LKW,10,361,52,4321,,
"(361, '2024-09-29', 'LKW', 2, 10, 1),",361,DEUWOB001 ,DEUEME001,2024-09-29 00:00:00,LKW,2,10,1,4322,,
"(362, '2024-09-29', 'Bahn', 19, 2316, 331),",362,DEUWOB001 ,DEUEME002,2024-09-29 00:00:00,Bahn,19,2316,331,4323,,
"(362, '2024-09-29', 'LKW', 4, 726, 104),",362,DEUWOB001 ,DEUEME002,2024-09-29 00:00:00,LKW,4,726,104,4324,,
"(363, '2024-09-29', 'Bahn', 46, 1377, 197),",363,DEUWOB001 ,DEUEME003,2024-09-29 00:00:00,Bahn,46,1377,197,4325,,
"(363, '2024-09-29', 'LKW', 9, 722, 103),",363,DEUWOB001 ,DEUEME003,2024-09-29 00:00:00,LKW,9,722,103,4326,,
"(364, '2024-09-29', 'Bahn', 5, 674, 96),",364,DEUWOB001 ,DEUESS001,2024-09-29 00:00:00,Bahn,5,674,96,4327,,
"(364, '2024-09-29', 'LKW', 3, 192, 27),",364,DEUWOB001 ,DEUESS001,2024-09-29 00:00:00,LKW,3,192,27,4328,,
"(365, '2024-09-29', 'LKW', 1, 378, 54),",365,DEUWOB001 ,DEUFAB001,2024-09-29 00:00:00,LKW,1,378,54,4329,,
"(366, '2024-09-29', 'LKW', 1, 54, 8),",366,DEUWOB001 ,DEUGHU001,2024-09-29 00:00:00,LKW,1,54,8,4330,,
"(367, '2024-09-29', 'LKW', 2, 89, 13),",367,DEUWOB001 ,DEUGIG001,2024-09-29 00:00:00,LKW,2,89,13,4331,,
"(368, '2024-09-29', 'LKW', 3, 286, 41),",368,DEUWOB001 ,DEUHAM001,2024-09-29 00:00:00,LKW,3,286,41,4332,,
"(369, '2024-09-29', 'LKW', 1, 53, 8),",369,DEUWOB001 ,DEUHAM002,2024-09-29 00:00:00,LKW,1,53,8,4333,,
"(371, '2024-09-29', 'LKW', 3, 100, 14),",371,DEUWOB001 ,DEUKAS001,2024-09-29 00:00:00,LKW,3,100,14,4334,,
"(372, '2024-09-29', 'LKW', 4, 122, 17),",372,DEUWOB001 ,DEUKIP001,2024-09-29 00:00:00,LKW,4,122,17,4335,,
"(373, '2024-09-29', 'LKW', 4, 169, 24),",373,DEUWOB001 ,DEULBC002,2024-09-29 00:00:00,LKW,4,169,24,4336,,
"(374, '2024-09-29', 'LKW', 3, 5, 1),",374,DEUWOB001 ,DEULEH001,2024-09-29 00:00:00,LKW,3,5,1,4337,,
"(375, '2024-09-29', 'LKW', 2, 103, 15),",375,DEUWOB001 ,DEUNDS001,2024-09-29 00:00:00,LKW,2,103,15,4338,,
"(376, '2024-09-29', 'LKW', 3, 143, 20),",376,DEUWOB001 ,DEUNSS001,2024-09-29 00:00:00,LKW,3,143,20,4339,,
"(377, '2024-09-29', 'Bahn', 1, 42, 6),",377,DEUWOB001 ,DEUNUE001,2024-09-29 00:00:00,Bahn,1,42,6,4340,,
"(377, '2024-09-29', 'LKW', 3, 178, 25),",377,DEUWOB001 ,DEUNUE001,2024-09-29 00:00:00,LKW,3,178,25,4341,,
"(378, '2024-09-29', 'LKW', 2, 300, 43),",378,DEUWOB001 ,DEUOSN002,2024-09-29 00:00:00,LKW,2,300,43,4342,,
"(379, '2024-09-29', 'Ship', 2, 1180, 169),",379,DEUWOB001 ,DEURDN001,2024-09-29 00:00:00,Ship,2,1180,169,4343,,
"(380, '2024-09-29', 'LKW', 9, 262, 37),",380,DEUWOB001 ,DEURKW001,2024-09-29 00:00:00,LKW,9,262,37,4344,,
"(381, '2024-09-29', 'Bahn', 11, 310, 44),",381,DEUWOB001 ,DEUWLZ001,2024-09-29 00:00:00,Bahn,11,310,44,4345,,
"(382, '2024-09-29', 'LKW', 324, 1233, 176),",382,DEUWOB001 ,DEUWOB001 ,2024-09-29 00:00:00,LKW,324,1233,176,4346,,
"(385, '2024-09-29', 'Bahn', 1, 489, 70),",385,DEUWOB001 ,ESPTAR001,2024-09-29 00:00:00,Bahn,1,489,70,4347,,
"(387, '2024-09-29', 'LKW', 8, 15, 2),",387,DEUWOB001 ,FRAALG001,2024-09-29 00:00:00,LKW,8,15,2,4348,,
"(388, '2024-09-29', 'Bahn', 10, 361, 52),",388,DEUWOB001 ,FRACBA001,2024-09-29 00:00:00,Bahn,10,361,52,4349,,
"(388, '2024-09-29', 'LKW', 4, 59, 8),",388,DEUWOB001 ,FRACBA001,2024-09-29 00:00:00,LKW,4,59,8,4350,,
"(389, '2024-09-29', 'LKW', 4, 13, 2),",389,DEUWOB001 ,FRALAU001,2024-09-29 00:00:00,LKW,4,13,2,4351,,
"(390, '2024-09-29', 'Bahn', 4, 923, 132),",390,DEUWOB001 ,HUNBUA001,2024-09-29 00:00:00,Bahn,4,923,132,4352,,
"(391, '2024-09-29', 'Bahn', 2, 459, 66),",391,DEUWOB001 ,ITAARP001,2024-09-29 00:00:00,Bahn,2,459,66,4353,,
"(392, '2024-09-29', 'Bahn', 8, 414, 59),",392,DEUWOB001 ,ITAPEF001,2024-09-29 00:00:00,Bahn,8,414,59,4354,,
"(392, '2024-09-29', 'LKW', 1, 37, 5),",392,DEUWOB001 ,ITAPEF001,2024-09-29 00:00:00,LKW,1,37,5,4355,,
"(393, '2024-09-29', 'Bahn', 4, 325, 46),",393,DEUWOB001 ,ITAVRN001,2024-09-29 00:00:00,Bahn,4,325,46,4356,,
"(393, '2024-09-29', 'LKW', 2, 52, 7),",393,DEUWOB001 ,ITAVRN001,2024-09-29 00:00:00,LKW,2,52,7,4357,,
"(394, '2024-09-29', 'LKW', 3, 52, 7),",394,DEUWOB001 ,LUXHOW001,2024-09-29 00:00:00,LKW,3,52,7,4358,,
"(395, '2024-09-29', 'Bahn', 14, 834, 119),",395,DEUWOB001 ,NLDLEU001,2024-09-29 00:00:00,Bahn,14,834,119,4359,,
"(395, '2024-09-29', 'LKW', 12, 91, 13),",395,DEUWOB001 ,NLDLEU001,2024-09-29 00:00:00,LKW,12,91,13,4360,,
"(397, '2024-09-29', 'Bahn', 3, 42, 6),",397,DEUWOB001 ,POLSRZ001,2024-09-29 00:00:00,Bahn,3,42,6,4361,,
"(397, '2024-09-29', 'LKW', 8, 297, 42),",397,DEUWOB001 ,POLSRZ001,2024-09-29 00:00:00,LKW,8,297,42,4362,,
"(399, '2024-09-29', 'LKW', 5, 111, 16),",399,DEUWOB001 ,SVKBTS002,2024-09-29 00:00:00,LKW,5,111,16,4363,,
"(400, '2024-09-29', 'Bahn', 4, 4558, 651),",400,DEUWOB001 ,SVNKOP001,2024-09-29 00:00:00,Bahn,4,4558,651,4364,,
"(350, '2024-09-30', 'LKW', 4, 34, 5),",350,DEUWOB001 ,AUTHIT001,2024-09-30 00:00:00,LKW,4,34,5,4365,,
"(351, '2024-09-30', 'Bahn', 31, 261, 37),",351,DEUWOB001 ,AUTSWN001,2024-09-30 00:00:00,Bahn,31,261,37,4366,,
"(352, '2024-09-30', 'Bahn', 10, 129, 18),",352,DEUWOB001 ,AUTWNR001,2024-09-30 00:00:00,Bahn,10,129,18,4367,,
"(352, '2024-09-30', 'LKW', 28, 108, 15),",352,DEUWOB001 ,AUTWNR001,2024-09-30 00:00:00,LKW,28,108,15,4368,,
"(353, '2024-09-30', 'Bahn', 9, 348, 50),",353,DEUWOB001 ,BELESK001,2024-09-30 00:00:00,Bahn,9,348,50,4369,,
"(353, '2024-09-30', 'LKW', 13, 232, 33),",353,DEUWOB001 ,BELESK001,2024-09-30 00:00:00,LKW,13,232,33,4370,,
"(354, '2024-09-30', 'LKW', 8, 6, 1),",354,DEUWOB001 ,BELZEE001,2024-09-30 00:00:00,LKW,8,6,1,4371,,
"(355, '2024-09-30', 'Bahn', 54, 302, 43),",355,DEUWOB001 ,CHELPG001,2024-09-30 00:00:00,Bahn,54,302,43,4372,,
"(356, '2024-09-30', 'Bahn', 5, 65, 9),",356,DEUWOB001 ,CZEJNC001,2024-09-30 00:00:00,Bahn,5,65,9,4373,,
"(356, '2024-09-30', 'LKW', 61, 236, 34),",356,DEUWOB001 ,CZEJNC001,2024-09-30 00:00:00,LKW,61,236,34,4374,,
"(357, '2024-09-30', 'Bahn', 32, 543, 78),",357,DEUWOB001 ,DEUBRV001,2024-09-30 00:00:00,Bahn,32,543,78,4375,,
"(357, '2024-09-30', 'LKW', 23, 37, 5),",357,DEUWOB001 ,DEUBRV001,2024-09-30 00:00:00,LKW,23,37,5,4376,,
"(358, '2024-09-30', 'LKW', 7, 125, 18),",358,DEUWOB001 ,DEUCAN001,2024-09-30 00:00:00,LKW,7,125,18,4377,,
"(359, '2024-09-30', 'Bahn', 50, 974, 139),",359,DEUWOB001 ,DEUCUX002,2024-09-30 00:00:00,Bahn,50,974,139,4378,,
"(360, '2024-09-30', 'LKW', 42, 361, 52),",360,DEUWOB001 ,DEUDAR001,2024-09-30 00:00:00,LKW,42,361,52,4379,,
"(361, '2024-09-30', 'LKW', 6, 10, 1),",361,DEUWOB001 ,DEUEME001,2024-09-30 00:00:00,LKW,6,10,1,4380,,
"(362, '2024-09-30', 'Bahn', 264, 2316, 331),",362,DEUWOB001 ,DEUEME002,2024-09-30 00:00:00,Bahn,264,2316,331,4381,,
"(362, '2024-09-30', 'LKW', 50, 726, 104),",362,DEUWOB001 ,DEUEME002,2024-09-30 00:00:00,LKW,50,726,104,4382,,
"(363, '2024-09-30', 'Bahn', 128, 1377, 197),",363,DEUWOB001 ,DEUEME003,2024-09-30 00:00:00,Bahn,128,1377,197,4383,,
"(363, '2024-09-30', 'LKW', 25, 722, 103),",363,DEUWOB001 ,DEUEME003,2024-09-30 00:00:00,LKW,25,722,103,4384,,
