Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,DEUEME002,Emden - Außenhafen,61,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20
"('DEUHAM001','Hamburg - BLG',3000,9.94394,53.50578,'User 7','Monday-10-25', 'Thursday-09-17', 6,3, 'Germany'),",DEUHAM001,Hamburg - BLG,3000,2235,9.94394,53.50578,User 7,2021-10-25 00:00:00,2026-09-17 00:00:00,6,3,Germany,,ORIGINAL,79,,,,,
"('DEUHAM002','Hamburg - Unikai',2259,10.01193,53.52747,'User 8','Friday-06-23', 'Thursday-02-17', 5,10, 'Germany'),",DEUHAM002,Hamburg - Unikai,2259,1472,10.01193,53.52747,User 8,2023-06-23 00:00:00,2028-02-17 00:00:00,5,10,Germany,,ORIGINAL,80,,,,,
"('DEUHEA001','Hodenhagen - Altmann',0,9.603723,52.7669202,'User 9','Monday-11-23', 'Sunday-06-18', 8,5, 'Germany'),",DEUHEA001,Hodenhagen - Altmann,0,1,9.603723,52.7669202,User 9,2020-11-23 00:00:00,2028-06-18 00:00:00,8,5,Germany,,ORIGINAL,81,,,,,
"('DEUHEN001','Heilbronn (Böllinger Höfe) - Audi',2222,9.1629354,49.1800118,'User 1','Friday-11-04', 'Wednesday-11-22', 6,9, 'Germany'),",DEUHEN001,Heilbronn (Böllinger Höfe) - Audi,2222,86,9.1629354,49.1800118,User 1,2022-11-04 00:00:00,2028-11-22 00:00:00,6,9,Germany,,ORIGINAL,82,,,,,
"('DEUHMA001','Hemau - Aichinger',2222,11.7846326334997,49.0505965,'User 2','Friday-12-24', 'Monday-08-25', 4,2, 'Germany'),",DEUHMA001,Hemau - Aichinger,2222,2648,11.7846326334997,49.0505965,User 2,2021-12-24 00:00:00,2025-08-25 00:00:00,4,2,Germany,,ORIGINAL,83,,,,,
"('DEUILG001','Illingen - Mosolf',8140,8.94191,48.95471,'User 3','Friday-10-13', 'Monday-05-11', 5,6, 'Germany'),",DEUILG001,Illingen - Mosolf,8140,6832,8.94191,48.95471,User 3,2023-10-13 00:00:00,2026-05-11 00:00:00,5,6,Germany,,ORIGINAL,84,,,,,
"('DEUING001','Ingolstadt - Werk',5314,11.41583,48.78328,'User 4','Friday-12-16', 'Thursday-10-16', 2,7, 'Germany'),",DEUING001,Ingolstadt - Werk,5314,2030,11.41583,48.78328,User 4,2022-12-16 00:00:00,2025-10-16 00:00:00,2,7,Germany,,ORIGINAL,85,,,INGOL,48.78328,11.41583
"('DEUKAK001','Probfeld (Karlskron) - ATP',2222,11.368554,48.679391,'User 5','Saturday-09-12', 'Friday-05-30', 8,7, 'Germany'),",DEUKAK001,Probfeld (Karlskron) - ATP,2222,6331,11.368554,48.679391,User 5,2020-09-12 00:00:00,2025-05-30 00:00:00,8,7,Germany,,ORIGINAL,86,,,,,
"('DEUKAS001','Kassel-Waldau - Formel D',2222,9.50042,51.27942,'User 6','Thursday-08-03', 'Sunday-06-13', 4,9, 'Germany'),",DEUKAS001,Kassel-Waldau - Formel D,2222,609,9.50042,51.27942,User 6,2023-08-03 00:00:00,2027-06-13 00:00:00,4,9,Germany,,ORIGINAL,87,,,,,
"('DEUKIP001','Kippenheim - Mosolf',5884,7.8336753768064,48.32359905,'User 7','Wednesday-07-22', 'Wednesday-01-15', 8,3, 'Germany'),",DEUKIP001,Kippenheim - Mosolf,5884,6185,7.8336753768064,48.32359905,User 7,2020-07-22 00:00:00,2025-01-15 00:00:00,8,3,Germany,,ORIGINAL,88,,,,,
"('DEUKT2001','Ketzin - Mosolf',700,12.8599463,52.5321339,'User 8','Tuesday-12-12', 'Thursday-02-18', 9,2, 'Germany'),",DEUKT2001,Ketzin - Mosolf,700,550,12.8599463,52.5321339,User 8,2023-12-12 00:00:00,2027-02-18 00:00:00,9,2,Germany,,ORIGINAL,89,,,,,
"('DEULBC001','Lübeck - LHG Seelandkai',3500,10.78164,53.90216,'User 9','Monday-02-14', 'Sunday-12-06', 10,8, 'Germany'),",DEULBC001,Lübeck - LHG Seelandkai,3500,80,10.78164,53.90216,User 9,2022-02-14 00:00:00,2026-12-06 00:00:00,10,8,Germany,,ORIGINAL,90,,,,,
"('DEULBC002','Lübeck (Travemünde) - LHG Skandinavienkai',3500,10.83853,53.93406,'User 1','Friday-08-13', 'Monday-01-11', 2,1, 'Germany'),",DEULBC002,Lübeck (Travemünde) - LHG Skandinavienkai,3500,804,10.83853,53.93406,User 1,2021-08-13 00:00:00,2027-01-11 00:00:00,2,1,Germany,,ORIGINAL,91,,,,,
"('DEULDX001','Lähden - Sandmann',1500,7.57633758364152,52.75434415,'User 2','Tuesday-12-15', 'Thursday-11-27', 9,9, 'Germany'),",DEULDX001,Lähden - Sandmann,1500,1,7.57633758364152,52.75434415,User 2,2020-12-15 00:00:00,2025-11-27 00:00:00,9,9,Germany,,ORIGINAL,92,,,,,
"('DEULEH001','Lehrte (Aligse) - CAT',2000,9.97465349281542,52.39468185,'User 3','Friday-04-29', 'Wednesday-04-19', 9,10, 'Germany'),",DEULEH001,Lehrte (Aligse) - CAT,2000,1480,9.97465349281542,52.39468185,User 3,2022-04-29 00:00:00,2028-04-19 00:00:00,9,10,Germany,,ORIGINAL,93,,,,,
"('DEUMMD001','Moormerland - Akkermann',500,7.4681709,53.3107577,'User 4','Monday-09-19', 'Saturday-11-29', 6,10, 'Germany'),",DEUMMD001,Moormerland - Akkermann,500,1,7.4681709,53.3107577,User 4,2022-09-19 00:00:00,2025-11-29 00:00:00,6,10,Germany,,ORIGINAL,94,,,,,
"('DEUMUM001','Münchsmünster - Audi',2477,11.6956584,48.7548451,'User 5','Saturday-12-11', 'Sunday-09-14', 3,4, 'Germany'),",DEUMUM001,Münchsmünster - Audi,2477,403,11.6956584,48.7548451,User 5,2021-12-11 00:00:00,2025-09-14 00:00:00,3,4,Germany,,ORIGINAL,95,,,,,
"('DEUNBI001','Altenburg (Nobitz)',1464,12.5108442,50.978571,'User 6','Saturday-07-10', 'Sunday-08-09', 4,3, 'Germany'),",DEUNBI001,Altenburg (Nobitz),1464,55,12.5108442,50.978571,User 6,2021-07-10 00:00:00,2026-08-09 00:00:00,4,3,Germany,,ORIGINAL,96,,,,,
"('DEUNDS001','Neuseddin - CAT',2556,13.00601,52.2889,'User 7','Wednesday-04-13', 'Friday-06-25', 10,10, 'Germany'),",DEUNDS001,Neuseddin - CAT,2556,1948,13.00601,52.2889,User 7,2022-04-13 00:00:00,2027-06-25 00:00:00,10,10,Germany,,ORIGINAL,97,,,,,
"('DEUNEM001','Neckarsulm - Audi Forum?',48129,9.22127,49.19357,'User 8','Monday-10-11', 'Monday-12-21', 2,4, 'Germany'),",DEUNEM001,Neckarsulm - Audi Forum?,48129,23446,9.22127,49.19357,User 8,2021-10-11 00:00:00,2026-12-21 00:00:00,2,4,Germany,,ORIGINAL,98,,,,,
"('DEUNSS001','Neuss - Autoterminal Neuss',4122,6.7142,51.21054,'User 9','Monday-07-10', 'Monday-10-22', 3,1, 'Germany'),",DEUNSS001,Neuss - Autoterminal Neuss,4122,2421,6.7142,51.21054,User 9,2023-07-10 00:00:00,2029-10-22 00:00:00,3,1,Germany,,ORIGINAL,99,,,,,
"('DEUNUE001','Nürnberg - Altmann',1460,11.0971937,49.4276465,'User 1','Saturday-02-19', 'Sunday-11-04', 2,4, 'Germany'),",DEUNUE001,Nürnberg - Altmann,1460,798,11.0971937,49.4276465,User 1,2022-02-19 00:00:00,2029-11-04 00:00:00,2,4,Germany,,ORIGINAL,100,,,,,
"('DEUOSN001','Osnabrück - Werk',650,8.08118,52.26406,'User 2','Monday-09-19', 'Tuesday-03-21', 9,6, 'Germany'),",DEUOSN001,Osnabrück - Werk,650,636,8.08118,52.26406,User 2,2022-09-19 00:00:00,2028-03-21 00:00:00,9,6,Germany,,ORIGINAL,101,,,,,
"('DEUOSN002','Osnabrück - CAT',3146,8.09121,52.26288,'User 3','Friday-03-25', 'Tuesday-10-31', 3,5, 'Germany'),",DEUOSN002,Osnabrück - CAT,3146,2215,8.09121,52.26288,User 3,2022-03-25 00:00:00,2028-10-31 00:00:00,3,5,Germany,,ORIGINAL,102,,,,,
"('DEUOSN003','Osnabrück - Kundencenter',1605,8.0699502,52.2644466,'User 4','Tuesday-09-26', 'Monday-02-25', 10,3, 'Germany'),",DEUOSN003,Osnabrück - Kundencenter,1605,1461,8.0699502,52.2644466,User 4,2023-09-26 00:00:00,2030-02-25 00:00:00,10,3,Germany,,ORIGINAL,103,,,,,
"('DEUPOOL  L','DUMMY ID',0,12.4939267,50.7185043,'User 5','Monday-07-24', 'Wednesday-03-15', 2,3, 'Germany'),",DEUPOOL  L,DUMMY ID,0,0,12.4939267,50.7185043,User 5,2023-07-24 00:00:00,2028-03-15 00:00:00,2,3,Germany,,ORIGINAL,104,,,,,
"('DEURDN001','Rehden - BTR',15000,8.4804901,52.624975,'User 6','Sunday-06-25', 'Friday-05-19', 8,9, 'Germany'),",DEURDN001,Rehden - BTR,15000,12560,8.4804901,52.624975,User 6,2023-06-25 00:00:00,2028-05-19 00:00:00,8,9,Germany,,ORIGINAL,105,,,,,
"('DEURDS001','Riedstadt - Altmann',3,8.4834,49.83066,'User 7','Sunday-08-29', 'Wednesday-04-14', 6,8, 'Germany'),",DEURDS001,Riedstadt - Altmann,3,1,8.4834,49.83066,User 7,2021-08-29 00:00:00,2027-04-14 00:00:00,6,8,Germany,,ORIGINAL,106,,,,,
"('DEUREG001','Regensburg - Altmann',0,12.1227672,49.0173809,'User 8','Wednesday-11-03', 'Saturday-08-09', 10,1, 'Germany'),",DEUREG001,Regensburg - Altmann,0,10,12.1227672,49.0173809,User 8,2021-11-03 00:00:00,2025-08-09 00:00:00,10,1,Germany,,ORIGINAL,107,,,,,
"('DEUREG002','Schwandorf (Regensburg) - Schlamminger',9,12.1237971,49.0592631,'User 9','Friday-09-30', 'Thursday-06-17', 8,6, 'Germany'),",DEUREG002,Schwandorf (Regensburg) - Schlamminger,9,40,12.1237971,49.0592631,User 9,2022-09-30 00:00:00,2027-06-17 00:00:00,8,6,Germany,,ORIGINAL,108,,,,,
"('DEURKW001','Rackwitz - SAT (Mosolf)',20344,12.38247,51.44049,'User 1','Monday-09-25', 'Friday-03-30', 1,8, 'Germany'),",DEURKW001,Rackwitz - SAT (Mosolf),20344,16311,12.38247,51.44049,User 1,2023-09-25 00:00:00,2029-03-30 00:00:00,1,8,Germany,,ORIGINAL,109,,,,,
"('DEUSAR001','Salzgitter - Werk',17222,10.4165528,52.1803852,'User 2','Monday-04-05', 'Sunday-04-30', 7,1, 'Germany'),",DEUSAR001,Salzgitter - Werk,17222,6887,10.4165528,52.1803852,User 2,2021-04-05 00:00:00,2028-04-30 00:00:00,7,1,Germany,,ORIGINAL,110,,,,,
"('DEUSCF001','Schwandorf (Platz 3+4) - Schlamminger',1487,12.0830175,49.3012227,'User 3','Sunday-11-22', 'Saturday-02-20', 3,5, 'Germany'),",DEUSCF001,Schwandorf (Platz 3+4) - Schlamminger,1487,-37,12.0830175,49.3012227,User 3,2020-11-22 00:00:00,2027-02-20 00:00:00,3,5,Germany,,ORIGINAL,111,,,,,
"('DEUSRD001','Stralendorf - Junge',2222,11.29174,53.57412,'User 4','Sunday-02-14', 'Saturday-08-10', 7,1, 'Germany'),",DEUSRD001,Stralendorf - Junge,2222,3,11.29174,53.57412,User 4,2021-02-14 00:00:00,2030-08-10 00:00:00,7,1,Germany,,ORIGINAL,112,,,,,
"('DEUSTM001','Steinheim - Spier',35,9.06433,51.83363,'User 5','Friday-06-30', 'Sunday-10-15', 7,6, 'Germany'),",DEUSTM001,Steinheim - Spier,35,0,9.06433,51.83363,User 5,2023-06-30 00:00:00,2028-10-15 00:00:00,7,6,Germany,,ORIGINAL,113,,,,,
"('DEUUCH001','Buch - AKB',0,10.2417515255181,48.2090658,'User 6','Monday-08-02', 'Friday-11-29', 10,9, 'Germany'),",DEUUCH001,Buch - AKB,0,0,10.2417515255181,48.2090658,User 6,2021-08-02 00:00:00,2030-11-29 00:00:00,10,9,Germany,,ORIGINAL,114,,,,,
"('DEUUEN001','Überherrn - Mosolf',2322,6.7082163303349,49.24579495,'User 7','Tuesday-05-19', 'Sunday-12-22', 2,2, 'Germany'),",DEUUEN001,Überherrn - Mosolf,2322,300,6.7082163303349,49.24579495,User 7,2020-05-19 00:00:00,2030-12-22 00:00:00,2,2,Germany,,ORIGINAL,115,,,,,
"('DEUULZ001','Dodendorf (Sülzetal) - BLG',5700,11.60992,52.04981,'User 8','Thursday-10-29', 'Tuesday-02-26', 9,6, 'Germany'),",DEUULZ001,Dodendorf (Sülzetal) - BLG,5700,1427,11.60992,52.04981,User 8,2020-10-29 00:00:00,2030-02-26 00:00:00,9,6,Germany,,ORIGINAL,116,,,,,
"('DEUWBW001','Waldenburg - Audi',2222,9.66122,49.20065,'User 9','Tuesday-05-25', 'Wednesday-01-13', 1,8, 'Germany'),",DEUWBW001,Waldenburg - Audi,2222,1331,9.66122,49.20065,User 9,2021-05-25 00:00:00,2027-01-13 00:00:00,1,8,Germany,,ORIGINAL,117,,,,,
"('DEUWDR001','Klitschmar (Wiedemar) - Altmann',3341,12.2323465808735,51.51032545,'User 1','Friday-10-07', 'Wednesday-03-20', 3,8, 'Germany'),",DEUWDR001,Klitschmar (Wiedemar) - Altmann,3341,72,12.2323465808735,51.51032545,User 1,2022-10-07 00:00:00,2030-03-20 00:00:00,3,8,Germany,,ORIGINAL,118,,,,,
"('DEUWIS001','Wismar - Seehafen Wismar GmbH',0,11.45077645,53.90861375,'User 2','Saturday-01-21', 'Monday-01-31', 7,5, 'Germany'),",DEUWIS001,Wismar - Seehafen Wismar GmbH,0,0,11.45077645,53.90861375,User 2,2023-01-21 00:00:00,2028-01-31 00:00:00,7,5,Germany,,ORIGINAL,119,,,,,
"('DEUWLZ001','Wolnzach - Altmann',3208,11.629062251781,48.5933679,'User 3','Thursday-12-10', 'Tuesday-08-22', 3,10, 'Germany'),",DEUWLZ001,Wolnzach - Altmann,3208,2344,11.629062251781,48.5933679,User 3,2020-12-10 00:00:00,2028-08-22 00:00:00,3,10,Germany,,ORIGINAL,120,,,,,
"('DEUWMO001','Wiesmoor - Schoon',2222,7.73987,53.40097,'User 4','Tuesday-11-07', 'Thursday-10-24', 4,8, 'Germany'),",DEUWMO001,Wiesmoor - Schoon,2222,15,7.73987,53.40097,User 4,2023-11-07 00:00:00,2030-10-24 00:00:00,4,8,Germany,,ORIGINAL,121,,,,,
"('DEUWOB001 ','Wolfsburg - Werk',16508,10.79639,52.4354,'User 5','Thursday-01-06', 'Friday-01-05', 5,6, 'Germany'),",DEUWOB001 ,Wolfsburg - Werk,16508,6556,10.79639,52.4354,User 5,2022-01-06 00:00:00,2029-01-05 00:00:00,5,6,Germany,,ORIGINAL,122,,,52.4354,10.79639,
"('DEUWVN001','Wilhelmshaven - CAT',2222,8.1311316,535880157,'User 6','Saturday-07-31', 'Friday-10-19', 1,6, 'Germany'),",DEUWVN001,Wilhelmshaven - CAT,2222,203,8.1311316,535880157,User 6,2021-07-31 00:00:00,2029-10-19 00:00:00,1,6,Germany,,ORIGINAL,123,,,,,
"('DEUZET001','Neuenburg (Zetel) - Möhlmann',8184,7.951583,53.37219,'User 7','Thursday-06-08', 'Thursday-04-27', 8,2, 'Germany'),",DEUZET001,Neuenburg (Zetel) - Möhlmann,8184,5913,7.951583,53.37219,User 7,2023-06-08 00:00:00,2028-04-27 00:00:00,8,2,Germany,,ORIGINAL,124,,,,,
"('DEUZUE001','Zülpich - WWL',0,6.63808493331028,50.7082773,'User 8','Monday-10-24', 'Friday-10-25', 4,8, 'Germany'),",DEUZUE001,Zülpich - WWL,0,0,6.63808493331028,50.7082773,User 8,2022-10-24 00:00:00,2030-10-25 00:00:00,4,8,Germany,,ORIGINAL,125,,,,,
"('DEUZWI001','Zwickau - Werk',3433,12.48235,50.79844,'User 9','Thursday-04-21', 'Sunday-06-22', 6,10, 'Germany'),",DEUZWI001,Zwickau - Werk,3433,2443,12.48235,50.79844,User 9,2022-04-21 00:00:00,2025-06-22 00:00:00,6,10,Germany,,ORIGINAL,126,,,50.79844,12.48235,
"('DEUZWI002','Zwickau - Kunden Service Center',9296,12.47924,50.7471,'User 1','Tuesday-09-14', 'Saturday-06-14', 9,3, 'Germany'),",DEUZWI002,Zwickau - Kunden Service Center,9296,6533,12.47924,50.7471,User 1,2021-09-14 00:00:00,2025-06-14 00:00:00,9,3,Germany,,ORIGINAL,127,,,,,
"('DEUZWI003','Zwickau - Schubertstraße',500,12.47948175,50.7436696,'User 2','Wednesday-12-29', 'Friday-03-03', 5,2, 'Germany'),",DEUZWI003,Zwickau - Schubertstraße,500,5,12.47948175,50.7436696,User 2,2021-12-29 00:00:00,2028-03-03 00:00:00,5,2,Germany,,ORIGINAL,128,,,,,
"('BELBRU001','BrÃ¼ssel - Werk',500,4.31249,50.80878,'User 3','Friday-04-17', 'Monday-10-18', 7,1, 'Belgium'),",BELBRU001,BrÃ¼ssel - Werk,500,0,4.31249,50.80878,User 3,2020-04-17 00:00:00,2027-10-18 00:00:00,7,1,Belgium,,INVENT,129,,,,,
"('BELESK001','Erps-Kwerps (Kortenberg) - D`ieteren',500,4.56352,50.89092,'User 4','Sunday-11-15', 'Monday-02-07', 10,4, 'Belgium'),",BELESK001,Erps-Kwerps (Kortenberg) - D`ieteren,500,0,4.56352,50.89092,User 4,2020-11-15 00:00:00,2028-02-07 00:00:00,10,4,Belgium,,INVENT,130,,,,,
"('BELSEN001','Seneffe - CAT',500,4.2568462,50.5142356,'User 5','Saturday-07-25', 'Friday-07-24', 10,2, 'Belgium'),",BELSEN001,Seneffe - CAT,500,0,4.2568462,50.5142356,User 5,2020-07-25 00:00:00,2026-07-24 00:00:00,10,2,Belgium,,INVENT,131,,,,,
"('CZE3137  L','TSCHECHIEN, BENET, CEJETICKY',500,14.8757386,50.2284306,'User 6','Thursday-04-13', 'Tuesday-05-07', 4,3, 'Czech Republic'),",CZE3137  L,"TSCHECHIEN, BENET, CEJETICKY",500,0,14.8757386,50.2284306,User 6,2023-04-13 00:00:00,2030-05-07 00:00:00,4,3,Czech Republic,,INVENT,132,,,,,
"('CZE3141  L','Prag',500,14.4212535,50.0874654,'User 7','Thursday-12-24', 'Thursday-10-12', 2,6, 'Czech Republic'),",CZE3141  L,Prag,500,0,14.4212535,50.0874654,User 7,2020-12-24 00:00:00,2028-10-12 00:00:00,2,6,Czech Republic,,INVENT,133,,,,,
"('CZE3143  L','Kurivody Wasso',500,14.80431,50.58556,'User 8','Saturday-05-15', 'Tuesday-09-30', 2,10, 'Czech Republic'),",CZE3143  L,Kurivody Wasso,500,0,14.80431,50.58556,User 8,2021-05-15 00:00:00,2025-09-30 00:00:00,2,10,Czech Republic,,INVENT,134,,,,,
"('CZE3167  L','Mlada Kosmonosy',500,14.9305091,50.4389828,'User 9','Monday-05-16', 'Friday-04-16', 1,6, 'Czech Republic'),",CZE3167  L,Mlada Kosmonosy,500,0,14.9305091,50.4389828,User 9,2022-05-16 00:00:00,2027-04-16 00:00:00,1,6,Czech Republic,,INVENT,135,,,,,
"('CZE31W59 L','LITRA MNICHOVO HRADISTE WLTP',500,14.9741022,50.5229864,'User 1','Sunday-12-13', 'Monday-12-15', 2,1, 'Czech Republic'),",CZE31W59 L,LITRA MNICHOVO HRADISTE WLTP,500,0,14.9741022,50.5229864,User 1,2020-12-13 00:00:00,2025-12-15 00:00:00,2,1,Czech Republic,,INVENT,136,,,,,
"('CZE31W60 L','LYSA NAD LABEM WLTP',500,14.832757,50.2016983,'User 2','Monday-04-06', 'Tuesday-03-10', 5,10, 'Czech Republic'),",CZE31W60 L,LYSA NAD LABEM WLTP,500,0,14.832757,50.2016983,User 2,2020-04-06 00:00:00,2026-03-10 00:00:00,5,10,Czech Republic,,INVENT,137,,,,,
"('CZE3365  L','Kolin',500,15.2011571,50.0288894,'User 3','Sunday-09-25', 'Monday-09-08', 5,1, 'Czech Republic'),",CZE3365  L,Kolin,500,0,15.2011571,50.0288894,User 3,2022-09-25 00:00:00,2025-09-08 00:00:00,5,1,Czech Republic,,INVENT,138,,,,,
"('CZE3371  L','Hradec',500,15.2954608,49.7072278,'User 4','Monday-01-02', 'Sunday-08-11', 2,4, 'Czech Republic'),",CZE3371  L,Hradec,500,0,15.2954608,49.7072278,User 4,2023-01-02 00:00:00,2030-08-11 00:00:00,2,4,Czech Republic,,INVENT,139,,,,,
"('CZE3377  L','Preymesser Lipovka',500,15.3816192155393,50.4309967,'User 5','Friday-03-24', 'Sunday-10-26', 4,7, 'Czech Republic'),",CZE3377  L,Preymesser Lipovka,500,0,15.3816192155393,50.4309967,User 5,2023-03-24 00:00:00,2025-10-26 00:00:00,4,7,Czech Republic,,INVENT,140,,,,,
"('CZE3382  L','Prerov',500,17.4508621,49.4553775,'User 6','Wednesday-08-17', 'Thursday-10-18', 9,8, 'Czech Republic'),",CZE3382  L,Prerov,500,0,17.4508621,49.4553775,User 6,2022-08-17 00:00:00,2029-10-18 00:00:00,9,8,Czech Republic,,INVENT,141,,,,,
"('CZE3387  L','Chrast',500,15.9340257,49.9018929,'User 7','Tuesday-07-20', 'Wednesday-10-18', 4,6, 'Czech Republic'),",CZE3387  L,Chrast,500,0,15.9340257,49.9018929,User 7,2021-07-20 00:00:00,2028-10-18 00:00:00,4,6,Czech Republic,,INVENT,142,,,,,
"('CZE33W58 L','BOROHRADEK WLTP',500,16.0932512,50.0978039,'User 8','Wednesday-12-21', 'Friday-07-06', 4,9, 'Czech Republic'),",CZE33W58 L,BOROHRADEK WLTP,500,0,16.0932512,50.0978039,User 8,2022-12-21 00:00:00,2029-07-06 00:00:00,4,9,Czech Republic,,INVENT,143,,,,,
"('CZE350020L','Nehvizdy',500,14.7299126,50.1306367,'User 9','Monday-04-27', 'Monday-04-24', 7,3, 'Czech Republic'),",CZE350020L,Nehvizdy,500,0,14.7299126,50.1306367,User 9,2020-04-27 00:00:00,2028-04-24 00:00:00,7,3,Czech Republic,,INVENT,144,,,,,
"('CZEKVS001','Kvasiny - Werk',500,16.26413,50.21253,'User 1','Thursday-07-20', 'Tuesday-12-30', 7,2, 'Czech Republic'),",CZEKVS001,Kvasiny - Werk,500,0,16.26413,50.21253,User 1,2023-07-20 00:00:00,2025-12-30 00:00:00,7,2,Czech Republic,,INVENT,145,,,,,
"('CZEMBV001','Mlada Boleslav - Werk',500,14.91579,50.42202,'User 2','Tuesday-10-31', 'Saturday-10-19', 4,10, 'Czech Republic'),",CZEMBV001,Mlada Boleslav - Werk,500,0,14.91579,50.42202,User 2,2023-10-31 00:00:00,2030-10-19 00:00:00,4,10,Czech Republic,,INVENT,146,,,,,
"('ESP7191  H','SPANIEN, HAFEN SANTANDER',500,-3.8099719,43.4620412,'User 3','Sunday-05-17', 'Wednesday-05-01', 10,1, 'Spain'),",ESP7191  H,"SPANIEN, HAFEN SANTANDER",500,0,-3.8099719,43.4620412,User 3,2020-05-17 00:00:00,2030-05-01 00:00:00,10,1,Spain,,INVENT,147,,,,,
"('ESPBCN001','Barcelona - Autoterminal',500,2.17524,41.37015,'User 4','Wednesday-03-31', 'Monday-09-06', 7,2, 'Spain'),",ESPBCN001,Barcelona - Autoterminal,500,0,2.17524,41.37015,User 4,2021-03-31 00:00:00,2027-09-06 00:00:00,7,2,Spain,,INVENT,148,,,,,
"('ESPBCN002','Barcelona - Setram',500,2.18813,41.41168,'User 5','Wednesday-11-03', 'Thursday-09-30', 9,6, 'Spain'),",ESPBCN002,Barcelona - Setram,500,0,2.18813,41.41168,User 5,2021-11-03 00:00:00,2027-09-30 00:00:00,9,6,Spain,,INVENT,149,,,,,
"('ESPEPB001','El Prat de Llobregat - Tradisa',500,2.073553,41.331404,'User 6','Sunday-04-16', 'Saturday-05-17', 8,4, 'Spain'),",ESPEPB001,El Prat de Llobregat - Tradisa,500,0,2.073553,41.331404,User 6,2023-04-16 00:00:00,2025-05-17 00:00:00,8,4,Spain,,INVENT,150,,,,,
"('ESPMTS001','Martorell - Werk',500,1.90625,41.47507,'User 7','Thursday-10-07', 'Monday-04-05', 9,2, 'Spain'),",ESPMTS001,Martorell - Werk,500,0,1.90625,41.47507,User 7,2021-10-07 00:00:00,2027-04-05 00:00:00,9,2,Spain,,INVENT,151,,,,,
"('ESPPNA001','Pamplona (Navarra) - Werk',500,-1.71119,42.81158,'User 8','Saturday-07-22', 'Monday-09-30', 2,9, 'Spain'),",ESPPNA001,Pamplona (Navarra) - Werk,500,0,-1.71119,42.81158,User 8,2023-07-22 00:00:00,2030-09-30 00:00:00,2,9,Spain,,INVENT,152,,,,,
"('ESPSDR001','Santander - Berge',500,-3.82474,43.43816,'User 9','Monday-08-30', 'Friday-01-25', 3,1, 'Spain'),",ESPSDR001,Santander - Berge,500,0,-3.82474,43.43816,User 9,2021-08-30 00:00:00,2030-01-25 00:00:00,3,1,Spain,,INVENT,153,,,,,
"('ESPTAR001','Tarragona',500,1.2546057,41.1172364,'User 1','Sunday-01-19', 'Friday-03-12', 1,2, 'Spain'),",ESPTAR001,Tarragona,500,0,1.2546057,41.1172364,User 1,2020-01-19 00:00:00,2027-03-12 00:00:00,1,2,Spain,,INVENT,154,,,41.1172364,1.2546057,
"('ESPYI    L','Iraneta',500,-1.9455388,42.9233048,'User 2','Friday-06-19', 'Monday-07-31', 9,6, 'Spain'),",ESPYI    L,Iraneta,500,0,-1.9455388,42.9233048,User 2,2020-06-19 00:00:00,2028-07-31 00:00:00,9,6,Spain,,INVENT,155,,,,,
"('FRAA5V001','Avrigny - CAT',500,2.57828,49.38974,'User 3','Friday-11-18', 'Monday-02-04', 7,5, 'France'),",FRAA5V001,Avrigny - CAT,500,0,2.57828,49.38974,User 3,2022-11-18 00:00:00,2030-02-04 00:00:00,7,5,France,,INVENT,156,,,,,
"('FRAALG001','Ambares-et-Lagrave  - GCA',500,-0.51922,44.92631,'User 9','Monday-06-06', 'Tuesday-04-18', 1,10, 'France'),",FRAALG001,Ambares-et-Lagrave  - GCA,500,0,-0.51922,44.92631,User 9,2022-06-06 00:00:00,2028-04-18 00:00:00,1,10,France,,INVENT,157,,,,,
"('GBRGSY001','Grimsby - GBA',500,-0.0864601,53.5757694,'User 5','Friday-02-03', 'Saturday-03-18', 1,5, 'United Kingdom'),",GBRGSY001,Grimsby - GBA,500,0,-0.0864601,53.5757694,User 5,2023-02-03 00:00:00,2028-03-18 00:00:00,1,5,United Kingdom,,INVENT,158,,,,,
"('GBRNSH001','North Shields (Port of Tyne) - GBA',500,-1.459012,54.996237,'User 6','Friday-12-03', 'Monday-04-28', 3,8, 'United Kingdom'),",GBRNSH001,North Shields (Port of Tyne) - GBA,500,0,-1.459012,54.996237,User 6,2021-12-03 00:00:00,2025-04-28 00:00:00,3,8,United Kingdom,,INVENT,159,,,,,
"('GBRSHS001','Sheerness - GBA',500,0.824228108373436,51.3631787,'User 7','Thursday-08-11', 'Thursday-08-16', 9,7, 'United Kingdom'),",GBRSHS001,Sheerness - GBA,500,0,0.824228108373436,51.3631787,User 7,2022-08-11 00:00:00,2029-08-16 00:00:00,9,7,United Kingdom,,INVENT,160,,,,,
"('HUN16018 L','GyÃ¶r (Agroker) - HÃ¶dlmayr',500,17.643296,47.683452,'User 8','Sunday-12-06', 'Saturday-11-04', 4,9, 'Hungary'),",HUN16018 L,GyÃ¶r (Agroker) - HÃ¶dlmayr,500,0,17.643296,47.683452,User 8,2020-12-06 00:00:00,2028-11-04 00:00:00,4,9,Hungary,,INVENT,161,,,,,
