TABLE NAME,COLUM NAME,COLUM NAME.1,COLUM NAME.2,Unnamed: 4,Unnamed: 5,Unnamed: 6,COLUM NAME.3,Unnamed: 8
"(41, 12153, 'Wednesday-09-25'),",41,12153,2024-09-25 00:00:00,DEU850   B,13368,0,12153,2024-09-25 00:00:00
"(42, 0, 'Wednesday-09-25'),",42,0,2024-09-25 00:00:00,DEU85016 L,0,0,0,2024-09-25 00:00:00
"(43, 1161, 'Wednesday-09-25'),",43,1161,2024-09-25 00:00:00,DEUBIE001,500,1,1161,2024-09-25 00:00:00
"(44, 0, 'Wednesday-09-25'),",44,0,2024-09-25 00:00:00,DEUBRE001,0,0,0,2024-09-25 00:00:00
"(45, 0, 'Wednesday-09-25'),",45,0,2024-09-25 00:00:00,DEUBRE002,0,0,0,2024-09-25 00:00:00
"(46, -2893, 'Wednesday-09-25'),",46,-2893,2024-09-25 00:00:00,DEUBRV001,22254,0,-2893,2024-09-25 00:00:00
"(47, -1751, 'Wednesday-09-25'),",47,-1751,2024-09-25 00:00:00,DEUBRV002,2191,0,-1751,2024-09-25 00:00:00
"(48, 136, 'Wednesday-09-25'),",48,136,2024-09-25 00:00:00,DEUBTL001,2528,0,136,2024-09-25 00:00:00
"(49, 1761, 'Wednesday-09-25'),",49,1761,2024-09-25 00:00:00,DEUCAN001,1971,0,1761,2024-09-25 00:00:00
"(50, -62, 'Wednesday-09-25'),",50,-62,2024-09-25 00:00:00,DEUCUX001,3000,0,-62,2024-09-25 00:00:00
"(51, -645, 'Wednesday-09-25'),",51,-645,2024-09-25 00:00:00,DEUCUX002,3000,0,-645,2024-09-25 00:00:00
"(52, 3482, 'Wednesday-09-25'),",52,3482,2024-09-25 00:00:00,DEUDAR001,3200,1,3482,2024-09-25 00:00:00
"(53, 0, 'Wednesday-09-25'),",53,0,2024-09-25 00:00:00,DEUDAR002,0,0,0,2024-09-25 00:00:00
"(54, 0, 'Wednesday-09-25'),",54,0,2024-09-25 00:00:00,DEUDD    K,3000,0,0,2024-09-25 00:00:00
"(55, 5338, 'Wednesday-09-25'),",55,5338,2024-09-25 00:00:00,DEUDRS001,8056,0,5338,2024-09-25 00:00:00
"(56, 0, 'Wednesday-09-25'),",56,0,2024-09-25 00:00:00,DEUDUE001,0,0,0,2024-09-25 00:00:00
"(57, 2857, 'Wednesday-09-25'),",57,2857,2024-09-25 00:00:00,DEUDUI001,4014,0,2857,2024-09-25 00:00:00
"(58, 14, 'Wednesday-09-25'),",58,14,2024-09-25 00:00:00,DEUEGI001,2222,0,14,2024-09-25 00:00:00
"(59, 0, 'Wednesday-09-25'),",59,0,2024-09-25 00:00:00,DEUEMD   L,3000,0,0,2024-09-25 00:00:00
"(60, 3709, 'Wednesday-09-25'),",60,3709,2024-09-25 00:00:00,DEUEME001,11619,0,3709,2024-09-25 00:00:00
"(61, 12942, 'Wednesday-09-25'),",61,12942,2024-09-25 00:00:00,DEUEME002,44650,0,12942,2024-09-25 00:00:00
"(62, 3122, 'Wednesday-09-25'),",62,3122,2024-09-25 00:00:00,DEUEME003,10300,0,3122,2024-09-25 00:00:00
"(63, 3667, 'Wednesday-09-25'),",63,3667,2024-09-25 00:00:00,DEUEME004,3000,1,3667,2024-09-25 00:00:00
"(64, 0, 'Wednesday-09-25'),",64,0,2024-09-25 00:00:00,DEUEME005,3000,0,0,2024-09-25 00:00:00
"(65, 1731, 'Wednesday-09-25'),",65,1731,2024-09-25 00:00:00,DEUEME006,1995,0,1731,2024-09-25 00:00:00
"(66, 4308, 'Wednesday-09-25'),",66,4308,2024-09-25 00:00:00,DEUESS001,4500,0,4308,2024-09-25 00:00:00
"(67, 2201, 'Wednesday-09-25'),",67,2201,2024-09-25 00:00:00,DEUFAB001,3157,0,2201,2024-09-25 00:00:00
"(68, 1208, 'Wednesday-09-25'),",68,1208,2024-09-25 00:00:00,DEUFLB001,2222,0,1208,2024-09-25 00:00:00
"(69, 1773, 'Wednesday-09-25'),",69,1773,2024-09-25 00:00:00,DEUFUW001,4754,0,1773,2024-09-25 00:00:00
"(70, 3439, 'Wednesday-09-25'),",70,3439,2024-09-25 00:00:00,DEUGHU001,6622,0,3439,2024-09-25 00:00:00
"(71, 1082, 'Wednesday-09-25'),",71,1082,2024-09-25 00:00:00,DEUGIG001,890,1,1082,2024-09-25 00:00:00
"(72, 2618, 'Wednesday-09-25'),",72,2618,2024-09-25 00:00:00,DEUGIZ001,1500,1,2618,2024-09-25 00:00:00
"(73, 0, 'Wednesday-09-25'),",73,0,2024-09-25 00:00:00,DEUGME001,369,0,0,2024-09-25 00:00:00
"(74, 0, 'Wednesday-09-25'),",74,0,2024-09-25 00:00:00,DEUGRM001,0,0,0,2024-09-25 00:00:00
"(75, 3866, 'Wednesday-09-25'),",75,3866,2024-09-25 00:00:00,DEUHAJ001,11492,0,3866,2024-09-25 00:00:00
"(76, 763, 'Wednesday-09-25'),",76,763,2024-09-25 00:00:00,DEUHAJ002,2222,0,763,2024-09-25 00:00:00
"(77, 21, 'Wednesday-09-25'),",77,21,2024-09-25 00:00:00,DEUHAJ003,106,0,21,2024-09-25 00:00:00
"(78, 9, 'Wednesday-09-25'),",78,9,2024-09-25 00:00:00,DEUHAJ004,175,0,9,2024-09-25 00:00:00
"(79, 3528, 'Wednesday-09-25'),",79,3528,2024-09-25 00:00:00,DEUHAM001,3000,1,3528,2024-09-25 00:00:00
"(80, -1108, 'Wednesday-09-25'),",80,-1108,2024-09-25 00:00:00,DEUHAM002,2259,0,-1108,2024-09-25 00:00:00
"(81, 1, 'Wednesday-09-25'),",81,1,2024-09-25 00:00:00,DEUHEA001,0,1,1,2024-09-25 00:00:00
"(82, 86, 'Wednesday-09-25'),",82,86,2024-09-25 00:00:00,DEUHEN001,2222,0,86,2024-09-25 00:00:00
"(83, 2734, 'Wednesday-09-25'),",83,2734,2024-09-25 00:00:00,DEUHMA001,2222,1,2734,2024-09-25 00:00:00
"(84, 8042, 'Wednesday-09-25'),",84,8042,2024-09-25 00:00:00,DEUILG001,8140,0,8042,2024-09-25 00:00:00
"(85, -5750, 'Wednesday-09-25'),",85,-5750,2024-09-25 00:00:00,DEUING001,5314,0,-5750,2024-09-25 00:00:00
"(86, 7312, 'Wednesday-09-25'),",86,7312,2024-09-25 00:00:00,DEUKAK001,2222,1,7312,2024-09-25 00:00:00
"(87, 870, 'Wednesday-09-25'),",87,870,2024-09-25 00:00:00,DEUKAS001,2222,0,870,2024-09-25 00:00:00
"(88, 7905, 'Wednesday-09-25'),",88,7905,2024-09-25 00:00:00,DEUKIP001,5884,1,7905,2024-09-25 00:00:00
"(89, 555, 'Wednesday-09-25'),",89,555,2024-09-25 00:00:00,DEUKT2001,700,0,555,2024-09-25 00:00:00
"(90, -1272, 'Wednesday-09-25'),",90,-1272,2024-09-25 00:00:00,DEULBC001,3500,0,-1272,2024-09-25 00:00:00
"(91, -1196, 'Wednesday-09-25'),",91,-1196,2024-09-25 00:00:00,DEULBC002,3500,0,-1196,2024-09-25 00:00:00
"(92, 1, 'Wednesday-09-25'),",92,1,2024-09-25 00:00:00,DEULDX001,1500,0,1,2024-09-25 00:00:00
"(93, 1808, 'Wednesday-09-25'),",93,1808,2024-09-25 00:00:00,DEULEH001,2000,0,1808,2024-09-25 00:00:00
"(94, 1, 'Wednesday-09-25'),",94,1,2024-09-25 00:00:00,DEUMMD001,500,0,1,2024-09-25 00:00:00
"(95, 403, 'Wednesday-09-25'),",95,403,2024-09-25 00:00:00,DEUMUM001,2477,0,403,2024-09-25 00:00:00
"(96, 55, 'Wednesday-09-25'),",96,55,2024-09-25 00:00:00,DEUNBI001,1464,0,55,2024-09-25 00:00:00
"(97, 2770, 'Wednesday-09-25'),",97,2770,2024-09-25 00:00:00,DEUNDS001,2556,1,2770,2024-09-25 00:00:00
"(98, 17913, 'Wednesday-09-25'),",98,17913,2024-09-25 00:00:00,DEUNEM001,48129,0,17913,2024-09-25 00:00:00
"(99, 4966, 'Wednesday-09-25'),",99,4966,2024-09-25 00:00:00,DEUNSS001,4122,1,4966,2024-09-25 00:00:00
"(100, 1879, 'Wednesday-09-25'),",100,1879,2024-09-25 00:00:00,DEUNUE001,1460,1,1879,2024-09-25 00:00:00
"(101, -140, 'Wednesday-09-25'),",101,-140,2024-09-25 00:00:00,DEUOSN001,650,0,-140,2024-09-25 00:00:00
"(102, 3008, 'Wednesday-09-25'),",102,3008,2024-09-25 00:00:00,DEUOSN002,3146,0,3008,2024-09-25 00:00:00
"(103, 1477, 'Wednesday-09-25'),",103,1477,2024-09-25 00:00:00,DEUOSN003,1605,0,1477,2024-09-25 00:00:00
"(104, 0, 'Wednesday-09-25'),",104,0,2024-09-25 00:00:00,DEUPOOL  L,0,0,0,2024-09-25 00:00:00
"(105, 13073, 'Wednesday-09-25'),",105,13073,2024-09-25 00:00:00,DEURDN001,15000,0,13073,2024-09-25 00:00:00
"(106, 1, 'Wednesday-09-25'),",106,1,2024-09-25 00:00:00,DEURDS001,3,0,1,2024-09-25 00:00:00
"(107, 10, 'Wednesday-09-25'),",107,10,2024-09-25 00:00:00,DEUREG001,0,1,10,2024-09-25 00:00:00
"(108, 40, 'Wednesday-09-25'),",108,40,2024-09-25 00:00:00,DEUREG002,9,1,40,2024-09-25 00:00:00
"(109, 16931, 'Wednesday-09-25'),",109,16931,2024-09-25 00:00:00,DEURKW001,20344,0,16931,2024-09-25 00:00:00
"(110, 6904, 'Wednesday-09-25'),",110,6904,2024-09-25 00:00:00,DEUSAR001,17222,0,6904,2024-09-25 00:00:00
"(111, -37, 'Wednesday-09-25'),",111,-37,2024-09-25 00:00:00,DEUSCF001,1487,0,-37,2024-09-25 00:00:00
"(112, 3, 'Wednesday-09-25'),",112,3,2024-09-25 00:00:00,DEUSRD001,2222,0,3,2024-09-25 00:00:00
"(113, 0, 'Wednesday-09-25'),",113,0,2024-09-25 00:00:00,DEUSTM001,35,0,0,2024-09-25 00:00:00
"(114, 0, 'Wednesday-09-25'),",114,0,2024-09-25 00:00:00,DEUUCH001,0,0,0,2024-09-25 00:00:00
"(115, 438, 'Wednesday-09-25'),",115,438,2024-09-25 00:00:00,DEUUEN001,2322,0,438,2024-09-25 00:00:00
"(116, 2141, 'Wednesday-09-25'),",116,2141,2024-09-25 00:00:00,DEUULZ001,5700,0,2141,2024-09-25 00:00:00
"(117, 1519, 'Wednesday-09-25'),",117,1519,2024-09-25 00:00:00,DEUWBW001,2222,0,1519,2024-09-25 00:00:00
"(118, 72, 'Wednesday-09-25'),",118,72,2024-09-25 00:00:00,DEUWDR001,3341,0,72,2024-09-25 00:00:00
"(119, 0, 'Wednesday-09-25'),",119,0,2024-09-25 00:00:00,DEUWIS001,0,0,0,2024-09-25 00:00:00
"(120, 3837, 'Wednesday-09-25'),",120,3837,2024-09-25 00:00:00,DEUWLZ001,3208,1,3837,2024-09-25 00:00:00
"(121, 15, 'Wednesday-09-25'),",121,15,2024-09-25 00:00:00,DEUWMO001,2222,0,15,2024-09-25 00:00:00
"(122, -6798, 'Wednesday-09-25'),",122,-6798,2024-09-25 00:00:00,DEUWOB001 ,16508,0,-6798,2024-09-25 00:00:00
"(123, 203, 'Wednesday-09-25'),",123,203,2024-09-25 00:00:00,DEUWVN001,2222,0,203,2024-09-25 00:00:00
"(124, 5913, 'Wednesday-09-25'),",124,5913,2024-09-25 00:00:00,DEUZET001,8184,0,5913,2024-09-25 00:00:00
"(125, 0, 'Wednesday-09-25'),",125,0,2024-09-25 00:00:00,DEUZUE001,0,0,0,2024-09-25 00:00:00
"(126, -3296, 'Wednesday-09-25'),",126,-3296,2024-09-25 00:00:00,DEUZWI001,3433,0,-3296,2024-09-25 00:00:00
"(127, 6874, 'Wednesday-09-25'),",127,6874,2024-09-25 00:00:00,DEUZWI002,9296,0,6874,2024-09-25 00:00:00
"(128, 5, 'Wednesday-09-25'),",128,5,2024-09-25 00:00:00,DEUZWI003,500,0,5,2024-09-25 00:00:00
"(1, 97, 'Thursday-09-26'),",1,97,2024-09-26 00:00:00,DEU010   B,2222,0,97,2024-09-26 00:00:00
"(2, 5, 'Thursday-09-26'),",2,5,2024-09-26 00:00:00,DEU0111  B,22834,0,5,2024-09-26 00:00:00
"(3, 0, 'Thursday-09-26'),",3,0,2024-09-26 00:00:00,DEU07024 L,2000,0,0,2024-09-26 00:00:00
"(4, 484, 'Thursday-09-26'),",4,484,2024-09-26 00:00:00,DEU110071L,2222,0,484,2024-09-26 00:00:00
"(5, 2, 'Thursday-09-26'),",5,2,2024-09-26 00:00:00,DEU1120  L,0,1,2,2024-09-26 00:00:00
"(6, 0, 'Thursday-09-26'),",6,0,2024-09-26 00:00:00,DEU1162  L,3000,0,0,2024-09-26 00:00:00
"(7, 9, 'Thursday-09-26'),",7,9,2024-09-26 00:00:00,DEU1206  L,327,0,9,2024-09-26 00:00:00
"(8, -131, 'Thursday-09-26'),",8,-131,2024-09-26 00:00:00,DEU1299  L,296,0,-131,2024-09-26 00:00:00
"(9, 1, 'Thursday-09-26'),",9,1,2024-09-26 00:00:00,DEU1401  L,6,0,1,2024-09-26 00:00:00
"(10, 1, 'Thursday-09-26'),",10,1,2024-09-26 00:00:00,DEU1420  L,2222,0,1,2024-09-26 00:00:00
"(11, 0, 'Thursday-09-26'),",11,0,2024-09-26 00:00:00,DEU1504  L,5000,0,0,2024-09-26 00:00:00
"(12, -2, 'Thursday-09-26'),",12,-2,2024-09-26 00:00:00,DEU1543  L,1500,0,-2,2024-09-26 00:00:00
"(13, -2, 'Thursday-09-26'),",13,-2,2024-09-26 00:00:00,DEU1544  L,500,0,-2,2024-09-26 00:00:00
"(14, 0, 'Thursday-09-26'),",14,0,2024-09-26 00:00:00,DEU1702  L,0,0,0,2024-09-26 00:00:00
"(15, 1, 'Thursday-09-26'),",15,1,2024-09-26 00:00:00,DEU2120  L,0,1,1,2024-09-26 00:00:00
"(16, 2, 'Thursday-09-26'),",16,2,2024-09-26 00:00:00,DEU2181  L,0,1,2,2024-09-26 00:00:00
"(17, 208, 'Thursday-09-26'),",17,208,2024-09-26 00:00:00,DEU21K01 L,2222,0,208,2024-09-26 00:00:00
"(18, 650, 'Thursday-09-26'),",18,650,2024-09-26 00:00:00,DEU21P05 L,2222,0,650,2024-09-26 00:00:00
"(19, 3, 'Thursday-09-26'),",19,3,2024-09-26 00:00:00,DEU21P20 L,2222,0,3,2024-09-26 00:00:00
"(20, 8, 'Thursday-09-26'),",20,8,2024-09-26 00:00:00,DEU21W46 L,17,0,8,2024-09-26 00:00:00
"(21, 0, 'Thursday-09-26'),",21,0,2024-09-26 00:00:00,DEU2272  L,0,0,0,2024-09-26 00:00:00
"(22, 668, 'Thursday-09-26'),",22,668,2024-09-26 00:00:00,DEU22P10 L,2222,0,668,2024-09-26 00:00:00
"(23, 407, 'Thursday-09-26'),",23,407,2024-09-26 00:00:00,DEU22P46 L,2222,0,407,2024-09-26 00:00:00
"(24, -36, 'Thursday-09-26'),",24,-36,2024-09-26 00:00:00,DEU22P69 L,366,0,-36,2024-09-26 00:00:00
"(25, 2, 'Thursday-09-26'),",25,2,2024-09-26 00:00:00,DEU240   B,2000,0,2,2024-09-26 00:00:00
"(26, 7, 'Thursday-09-26'),",26,7,2024-09-26 00:00:00,DEU340   B,8,0,7,2024-09-26 00:00:00
"(27, 1, 'Thursday-09-26'),",27,1,2024-09-26 00:00:00,DEU3799  L,5000,0,1,2024-09-26 00:00:00
"(28, 565, 'Thursday-09-26'),",28,565,2024-09-26 00:00:00,DEU520   N,420,1,565,2024-09-26 00:00:00
"(29, 0, 'Thursday-09-26'),",29,0,2024-09-26 00:00:00,DEU530   N,3000,0,0,2024-09-26 00:00:00
"(30, 6, 'Thursday-09-26'),",30,6,2024-09-26 00:00:00,DEU620   B,8,0,6,2024-09-26 00:00:00
"(31, 0, 'Thursday-09-26'),",31,0,2024-09-26 00:00:00,DEU620   N,3000,0,0,2024-09-26 00:00:00
"(32, 0, 'Thursday-09-26'),",32,0,2024-09-26 00:00:00,DEU68024 L,2000,0,0,2024-09-26 00:00:00
"(33, -535, 'Thursday-09-26'),",33,-535,2024-09-26 00:00:00,DEU700Y  H,2000,0,-535,2024-09-26 00:00:00
"(34, 168, 'Thursday-09-26'),",34,168,2024-09-26 00:00:00,DEU7071  H,3500,0,168,2024-09-26 00:00:00
"(35, 0, 'Thursday-09-26'),",35,0,2024-09-26 00:00:00,DEU70DUE L,0,0,0,2024-09-26 00:00:00
"(36, 1411, 'Thursday-09-26'),",36,1411,2024-09-26 00:00:00,DEU780   B,2500,0,1411,2024-09-26 00:00:00
"(37, 0, 'Thursday-09-26'),",37,0,2024-09-26 00:00:00,DEU78055 L,2500,0,0,2024-09-26 00:00:00
"(38, 160, 'Thursday-09-26'),",38,160,2024-09-26 00:00:00,DEU790   B,314,0,160,2024-09-26 00:00:00
"(39, 0, 'Thursday-09-26'),",39,0,2024-09-26 00:00:00,DEU81024 L,2000,0,0,2024-09-26 00:00:00
"(40, 0, 'Thursday-09-26'),",40,0,2024-09-26 00:00:00,DEU83024 L,2000,0,0,2024-09-26 00:00:00
"(41, 12153, 'Thursday-09-26'),",41,12153,2024-09-26 00:00:00,DEU850   B,13368,0,12153,2024-09-26 00:00:00
"(42, 0, 'Thursday-09-26'),",42,0,2024-09-26 00:00:00,DEU85016 L,0,0,0,2024-09-26 00:00:00
"(43, 1265, 'Thursday-09-26'),",43,1265,2024-09-26 00:00:00,DEUBIE001,500,1,1265,2024-09-26 00:00:00
"(44, 0, 'Thursday-09-26'),",44,0,2024-09-26 00:00:00,DEUBRE001,0,0,0,2024-09-26 00:00:00
"(45, 0, 'Thursday-09-26'),",45,0,2024-09-26 00:00:00,DEUBRE002,0,0,0,2024-09-26 00:00:00
"(46, -3038, 'Thursday-09-26'),",46,-3038,2024-09-26 00:00:00,DEUBRV001,22254,0,-3038,2024-09-26 00:00:00
"(47, -1751, 'Thursday-09-26'),",47,-1751,2024-09-26 00:00:00,DEUBRV002,2191,0,-1751,2024-09-26 00:00:00
"(48, 136, 'Thursday-09-26'),",48,136,2024-09-26 00:00:00,DEUBTL001,2528,0,136,2024-09-26 00:00:00
"(49, 1826, 'Thursday-09-26'),",49,1826,2024-09-26 00:00:00,DEUCAN001,1971,0,1826,2024-09-26 00:00:00
"(50, -63, 'Thursday-09-26'),",50,-63,2024-09-26 00:00:00,DEUCUX001,3000,0,-63,2024-09-26 00:00:00
"(51, -554, 'Thursday-09-26'),",51,-554,2024-09-26 00:00:00,DEUCUX002,3000,0,-554,2024-09-26 00:00:00
"(52, 3751, 'Thursday-09-26'),",52,3751,2024-09-26 00:00:00,DEUDAR001,3200,1,3751,2024-09-26 00:00:00
"(53, 0, 'Thursday-09-26'),",53,0,2024-09-26 00:00:00,DEUDAR002,0,0,0,2024-09-26 00:00:00
"(54, 0, 'Thursday-09-26'),",54,0,2024-09-26 00:00:00,DEUDD    K,3000,0,0,2024-09-26 00:00:00
"(55, 5328, 'Thursday-09-26'),",55,5328,2024-09-26 00:00:00,DEUDRS001,8056,0,5328,2024-09-26 00:00:00
"(56, 0, 'Thursday-09-26'),",56,0,2024-09-26 00:00:00,DEUDUE001,0,0,0,2024-09-26 00:00:00
"(57, 3034, 'Thursday-09-26'),",57,3034,2024-09-26 00:00:00,DEUDUI001,4014,0,3034,2024-09-26 00:00:00
"(58, 14, 'Thursday-09-26'),",58,14,2024-09-26 00:00:00,DEUEGI001,2222,0,14,2024-09-26 00:00:00
"(59, 0, 'Thursday-09-26'),",59,0,2024-09-26 00:00:00,DEUEMD   L,3000,0,0,2024-09-26 00:00:00
"(60, 3056, 'Thursday-09-26'),",60,3056,2024-09-26 00:00:00,DEUEME001,11619,0,3056,2024-09-26 00:00:00
"(61, 13242, 'Thursday-09-26'),",61,13242,2024-09-26 00:00:00,DEUEME002,44650,0,13242,2024-09-26 00:00:00
"(62, 3262, 'Thursday-09-26'),",62,3262,2024-09-26 00:00:00,DEUEME003,10300,0,3262,2024-09-26 00:00:00
"(63, 3855, 'Thursday-09-26'),",63,3855,2024-09-26 00:00:00,DEUEME004,3000,1,3855,2024-09-26 00:00:00
"(64, 0, 'Thursday-09-26'),",64,0,2024-09-26 00:00:00,DEUEME005,3000,0,0,2024-09-26 00:00:00
"(65, 1731, 'Thursday-09-26'),",65,1731,2024-09-26 00:00:00,DEUEME006,1995,0,1731,2024-09-26 00:00:00
"(66, 4510, 'Thursday-09-26'),",66,4510,2024-09-26 00:00:00,DEUESS001,4500,1,4510,2024-09-26 00:00:00
"(67, 2280, 'Thursday-09-26'),",67,2280,2024-09-26 00:00:00,DEUFAB001,3157,0,2280,2024-09-26 00:00:00
"(68, 1214, 'Thursday-09-26'),",68,1214,2024-09-26 00:00:00,DEUFLB001,2222,0,1214,2024-09-26 00:00:00
"(69, 1915, 'Thursday-09-26'),",69,1915,2024-09-26 00:00:00,DEUFUW001,4754,0,1915,2024-09-26 00:00:00
"(70, 3690, 'Thursday-09-26'),",70,3690,2024-09-26 00:00:00,DEUGHU001,6622,0,3690,2024-09-26 00:00:00
"(71, 1123, 'Thursday-09-26'),",71,1123,2024-09-26 00:00:00,DEUGIG001,890,1,1123,2024-09-26 00:00:00
"(72, 2700, 'Thursday-09-26'),",72,2700,2024-09-26 00:00:00,DEUGIZ001,1500,1,2700,2024-09-26 00:00:00
"(73, 0, 'Thursday-09-26'),",73,0,2024-09-26 00:00:00,DEUGME001,369,0,0,2024-09-26 00:00:00
"(74, 0, 'Thursday-09-26'),",74,0,2024-09-26 00:00:00,DEUGRM001,0,0,0,2024-09-26 00:00:00
"(75, 3482, 'Thursday-09-26'),",75,3482,2024-09-26 00:00:00,DEUHAJ001,11492,0,3482,2024-09-26 00:00:00
"(76, 786, 'Thursday-09-26'),",76,786,2024-09-26 00:00:00,DEUHAJ002,2222,0,786,2024-09-26 00:00:00
"(77, 21, 'Thursday-09-26'),",77,21,2024-09-26 00:00:00,DEUHAJ003,106,0,21,2024-09-26 00:00:00
"(78, 9, 'Thursday-09-26'),",78,9,2024-09-26 00:00:00,DEUHAJ004,175,0,9,2024-09-26 00:00:00
"(79, 3691, 'Thursday-09-26'),",79,3691,2024-09-26 00:00:00,DEUHAM001,3000,1,3691,2024-09-26 00:00:00
"(80, -1180, 'Thursday-09-26'),",80,-1180,2024-09-26 00:00:00,DEUHAM002,2259,0,-1180,2024-09-26 00:00:00
"(81, 1, 'Thursday-09-26'),",81,1,2024-09-26 00:00:00,DEUHEA001,0,1,1,2024-09-26 00:00:00
"(82, 86, 'Thursday-09-26'),",82,86,2024-09-26 00:00:00,DEUHEN001,2222,0,86,2024-09-26 00:00:00
"(83, 2750, 'Thursday-09-26'),",83,2750,2024-09-26 00:00:00,DEUHMA001,2222,1,2750,2024-09-26 00:00:00
"(84, 8251, 'Thursday-09-26'),",84,8251,2024-09-26 00:00:00,DEUILG001,8140,1,8251,2024-09-26 00:00:00
"(85, -7185, 'Thursday-09-26'),",85,-7185,2024-09-26 00:00:00,DEUING001,5314,0,-7185,2024-09-26 00:00:00
"(86, 7535, 'Thursday-09-26'),",86,7535,2024-09-26 00:00:00,DEUKAK001,2222,1,7535,2024-09-26 00:00:00
"(87, 910, 'Thursday-09-26'),",87,910,2024-09-26 00:00:00,DEUKAS001,2222,0,910,2024-09-26 00:00:00
"(88, 8104, 'Thursday-09-26'),",88,8104,2024-09-26 00:00:00,DEUKIP001,5884,1,8104,2024-09-26 00:00:00
"(89, 555, 'Thursday-09-26'),",89,555,2024-09-26 00:00:00,DEUKT2001,700,0,555,2024-09-26 00:00:00
"(90, -1277, 'Thursday-09-26'),",90,-1277,2024-09-26 00:00:00,DEULBC001,3500,0,-1277,2024-09-26 00:00:00
"(91, -1178, 'Thursday-09-26'),",91,-1178,2024-09-26 00:00:00,DEULBC002,3500,0,-1178,2024-09-26 00:00:00
"(92, 1, 'Thursday-09-26'),",92,1,2024-09-26 00:00:00,DEULDX001,1500,0,1,2024-09-26 00:00:00
"(93, 1846, 'Thursday-09-26'),",93,1846,2024-09-26 00:00:00,DEULEH001,2000,0,1846,2024-09-26 00:00:00
"(94, 1, 'Thursday-09-26'),",94,1,2024-09-26 00:00:00,DEUMMD001,500,0,1,2024-09-26 00:00:00
"(95, 403, 'Thursday-09-26'),",95,403,2024-09-26 00:00:00,DEUMUM001,2477,0,403,2024-09-26 00:00:00
"(96, 55, 'Thursday-09-26'),",96,55,2024-09-26 00:00:00,DEUNBI001,1464,0,55,2024-09-26 00:00:00
"(97, 2899, 'Thursday-09-26'),",97,2899,2024-09-26 00:00:00,DEUNDS001,2556,1,2899,2024-09-26 00:00:00
"(98, 17188, 'Thursday-09-26'),",98,17188,2024-09-26 00:00:00,DEUNEM001,48129,0,17188,2024-09-26 00:00:00
"(99, 5220, 'Thursday-09-26'),",99,5220,2024-09-26 00:00:00,DEUNSS001,4122,1,5220,2024-09-26 00:00:00
"(100, 2026, 'Thursday-09-26'),",100,2026,2024-09-26 00:00:00,DEUNUE001,1460,1,2026,2024-09-26 00:00:00
"(101, -267, 'Thursday-09-26'),",101,-267,2024-09-26 00:00:00,DEUOSN001,650,0,-267,2024-09-26 00:00:00
"(102, 3119, 'Thursday-09-26'),",102,3119,2024-09-26 00:00:00,DEUOSN002,3146,0,3119,2024-09-26 00:00:00
"(103, 1477, 'Thursday-09-26'),",103,1477,2024-09-26 00:00:00,DEUOSN003,1605,0,1477,2024-09-26 00:00:00
"(104, 0, 'Thursday-09-26'),",104,0,2024-09-26 00:00:00,DEUPOOL  L,0,0,0,2024-09-26 00:00:00
"(105, 13224, 'Thursday-09-26'),",105,13224,2024-09-26 00:00:00,DEURDN001,15000,0,13224,2024-09-26 00:00:00
"(106, 1, 'Thursday-09-26'),",106,1,2024-09-26 00:00:00,DEURDS001,3,0,1,2024-09-26 00:00:00
"(107, 10, 'Thursday-09-26'),",107,10,2024-09-26 00:00:00,DEUREG001,0,1,10,2024-09-26 00:00:00
"(108, 40, 'Thursday-09-26'),",108,40,2024-09-26 00:00:00,DEUREG002,9,1,40,2024-09-26 00:00:00
"(109, 17026, 'Thursday-09-26'),",109,17026,2024-09-26 00:00:00,DEURKW001,20344,0,17026,2024-09-26 00:00:00
"(110, 6906, 'Thursday-09-26'),",110,6906,2024-09-26 00:00:00,DEUSAR001,17222,0,6906,2024-09-26 00:00:00
"(111, -37, 'Thursday-09-26'),",111,-37,2024-09-26 00:00:00,DEUSCF001,1487,0,-37,2024-09-26 00:00:00
"(112, 3, 'Thursday-09-26'),",112,3,2024-09-26 00:00:00,DEUSRD001,2222,0,3,2024-09-26 00:00:00
"(113, 0, 'Thursday-09-26'),",113,0,2024-09-26 00:00:00,DEUSTM001,35,0,0,2024-09-26 00:00:00
"(114, 0, 'Thursday-09-26'),",114,0,2024-09-26 00:00:00,DEUUCH001,0,0,0,2024-09-26 00:00:00
"(115, 438, 'Thursday-09-26'),",115,438,2024-09-26 00:00:00,DEUUEN001,2322,0,438,2024-09-26 00:00:00
"(116, 2302, 'Thursday-09-26'),",116,2302,2024-09-26 00:00:00,DEUULZ001,5700,0,2302,2024-09-26 00:00:00
"(117, 1548, 'Thursday-09-26'),",117,1548,2024-09-26 00:00:00,DEUWBW001,2222,0,1548,2024-09-26 00:00:00
"(118, 72, 'Thursday-09-26'),",118,72,2024-09-26 00:00:00,DEUWDR001,3341,0,72,2024-09-26 00:00:00
"(119, 0, 'Thursday-09-26'),",119,0,2024-09-26 00:00:00,DEUWIS001,0,0,0,2024-09-26 00:00:00
"(120, 4056, 'Thursday-09-26'),",120,4056,2024-09-26 00:00:00,DEUWLZ001,3208,1,4056,2024-09-26 00:00:00
"(121, 15, 'Thursday-09-26'),",121,15,2024-09-26 00:00:00,DEUWMO001,2222,0,15,2024-09-26 00:00:00
