TABLE NAME,COLUM NAME,COLUM NAME.1,COLUM NAME.2,COLUM NAME.3,2023-12-10 00:00:00,COLUM NAME.4,COLUM NAME.5,COLUM NAME.6,COLUM NAME.7,Unnamed: 10,COLUM NAME.8,Unnamed: 12,Unnamed: 13,Unnamed: 14,COLUM NAME.9
"(46, 295, 'Saturday-09-23', 'Sunday-07-26', true, 'Description Info: Route DEUBRV001-NCL5140  H'),",46,295,DEUBRV001,NCL5140  H,2023-09-23 00:00:00,2026-07-26 00:00:00,true,NEW CALEDONIA; NOUMEA PORT,166.4572,-22.27631,Description Info: Route DEUBRV001-NCL5140  H,OK,46 295,DEUBRV001 NCL5140  H,76
"(46, 296, 'Sunday-01-23', 'Monday-06-16', true, 'Description Info: Route DEUBRV001-NOR6120  H'),",46,296,DEUBRV001,NOR6120  H,2022-01-23 00:00:00,2025-06-16 00:00:00,true,NORWEGEN; HAFEN OSLO,10.7389701,59.9133301,Description Info: Route DEUBRV001-NOR6120  H,OK,46 296,DEUBRV001 NOR6120  H,77
"(46, 298, 'Tuesday-03-01', 'Friday-02-23', true, 'Description Info: Route DEUBRV001-NZL5070  H'),",46,298,DEUBRV001,NZL5070  H,2022-03-01 00:00:00,2024-02-23 00:00:00,true,NEW ZEALAND; AUCKLAND PORT,174.7631803,-36.852095,Description Info: Route DEUBRV001-NZL5070  H,OK,46 298,DEUBRV001 NZL5070  H,78
"(46, 302, 'Thursday-03-02', 'Tuesday-10-29', true, 'Description Info: Route DEUBRV001-OMNSOH   H'),",46,302,DEUBRV001,OMNSOH   H,2023-03-02 00:00:00,2024-10-29 00:00:00,true,SUHAR,56.7424766,24.3445577,Description Info: Route DEUBRV001-OMNSOH   H,OK,46 302,DEUBRV001 OMNSOH   H,79
"(46, 303, 'Friday-05-27', 'Tuesday-04-07', true, 'Description Info: Route DEUBRV001-PANMIT   H'),",46,303,DEUBRV001,PANMIT   H,2022-05-27 00:00:00,2026-04-07 00:00:00,true,"MANZANILLO, PANAMA",-80.338454,8.72491,Description Info: Route DEUBRV001-PANMIT   H,OK,46 303,DEUBRV001 PANMIT   H,80
"(46, 307, 'Tuesday-12-12', 'Sunday-05-04', true, 'Description Info: Route DEUBRV001-REULPT001'),",46,307,DEUBRV001,REULPT001,2023-12-12 00:00:00,2025-05-04 00:00:00,true,Le Port,55.3133,-20.93482,Description Info: Route DEUBRV001-REULPT001,OK,46 307,DEUBRV001 REULPT001,81
"(46, 310, 'Sunday-10-02', 'Saturday-10-25', true, 'Description Info: Route DEUBRV001-SAU4040  H'),",46,310,DEUBRV001,SAU4040  H,2022-10-02 00:00:00,2025-10-25 00:00:00,true,"SAUDI-ARABIEN, JEDDAH",39.1653612,21.5810088,Description Info: Route DEUBRV001-SAU4040  H,OK,46 310,DEUBRV001 SAU4040  H,82
"(46, 313, 'Wednesday-11-09', 'Tuesday-03-17', true, 'Description Info: Route DEUBRV001-SGP4180  H'),",46,313,DEUBRV001,SGP4180  H,2022-11-09 00:00:00,2026-03-17 00:00:00,true,SINGAPORE,103.8194992,1.357107,Description Info: Route DEUBRV001-SGP4180  H,OK,46 313,DEUBRV001 SGP4180  H,83
"(46, 316, 'Wednesday-02-22', 'Friday-07-31', true, 'Description Info: Route DEUBRV001-SXMPHI   H'),",46,316,DEUBRV001,SXMPHI   H,2023-02-22 00:00:00,2026-07-31 00:00:00,true,"ST. MARTIN (NLD), PHILIPSBURG,",-63.04582,18.026,Description Info: Route DEUBRV001-SXMPHI   H,OK,46 316,DEUBRV001 SXMPHI   H,84
"(50, 326, 'Monday-04-24', 'Saturday-06-07', true, 'Description Info: Route DEUCUX001-ESTPLS   H'),",50,326,DEUCUX001,ESTPLS   H,2023-04-24 00:00:00,2025-06-07 00:00:00,true,"ESTLAND, PALDISKI LOUNASADAM",24.0801736,59.349089,Description Info: Route DEUCUX001-ESTPLS   H,OK,50 326,DEUCUX001 ESTPLS   H,85
"(51, 50, 'Tuesday-10-17', 'Wednesday-04-08', true, 'Description Info: Route DEUCUX002-DEUCUX001'),",51,50,DEUCUX002,DEUCUX001,2023-10-17 00:00:00,2026-04-08 00:00:00,true,Cuxhaven - Cuxport,8.72052989999999,53.86237085,Description Info: Route DEUCUX002-DEUCUX001,OK,51 50,DEUCUX002 DEUCUX001,86
"(51, 327, 'Tuesday-11-29', 'Friday-03-01', true, 'Description Info: Route DEUCUX002-SWEHAD001'),",51,327,DEUCUX002,SWEHAD001,2022-11-29 00:00:00,2024-03-01 00:00:00,true,HAMLSTADT (PORT),12.8574827,56.6739826,Description Info: Route DEUCUX002-SWEHAD001,OK,51 327,DEUCUX002 SWEHAD001,87
"(51, 329, 'Saturday-03-12', 'Thursday-02-20', true, 'Description Info: Route DEUCUX002-TURDLV   H'),",51,329,DEUCUX002,TURDLV   H,2022-03-12 00:00:00,2025-02-20 00:00:00,true,"TUERKEI, HAFEN EFESAN, DILOVAS",29.5260959,40.7756061,Description Info: Route DEUCUX002-TURDLV   H,OK,51 329,DEUCUX002 TURDLV   H,88
"(55, 126, 'Friday-06-09', 'Sunday-09-22', true, 'Description Info: Route DEUDRS001-DEUZWI001'),",55,126,DEUDRS001,DEUZWI001,2023-06-09 00:00:00,2024-09-22 00:00:00,true,Zwickau - Werk,12.48235,50.79844,Description Info: Route DEUDRS001-DEUZWI001,OK,55 126,DEUDRS001 DEUZWI001,89
"(57, 130, 'Thursday-12-29', 'Wednesday-02-11', true, 'Description Info: Route DEUDUI001-BELESK001'),",57,130,DEUDUI001,BELESK001,2022-12-29 00:00:00,2026-02-11 00:00:00,true,Erps-Kwerps (Kortenberg) - D'ieteren,4.56352,50.89092,Description Info: Route DEUDUI001-BELESK001,OK,57 130,DEUDUI001 BELESK001,90
"(60, 330, 'Wednesday-10-26', 'Tuesday-05-05', true, 'Description Info: Route DEUEME001-AUTHIT001'),",60,330,DEUEME001,AUTHIT001,2022-10-26 00:00:00,2026-05-05 00:00:00,true,Hall in Tirol - GebrÃ¼der Weiss,11.4745,47.27467,Description Info: Route DEUEME001-AUTHIT001,OK,60 330,DEUEME001 AUTHIT001,91
"(60, 185, 'Saturday-12-10', 'Saturday-01-11', true, 'Description Info: Route DEUEME001-AUTSWN001'),",60,185,DEUEME001,AUTSWN001,2022-12-10 00:00:00,2025-01-11 00:00:00,true,Strasswalchen - Lagermax,13.2524,47.98514,Description Info: Route DEUEME001-AUTSWN001,OK,60 185,DEUEME001 AUTSWN001,92
"(60, 186, 'Tuesday-12-19', 'Sunday-05-17', true, 'Description Info: Route DEUEME001-AUTWNR001'),",60,186,DEUEME001,AUTWNR001,2023-12-19 00:00:00,2026-05-17 00:00:00,true,Wiener Neustadt - HÃ¶dlmayr,16.22249,47.79864,Description Info: Route DEUEME001-AUTWNR001,OK,60 186,DEUEME001 AUTWNR001,93
"(60, 130, 'Saturday-12-30', 'Monday-05-18', true, 'Description Info: Route DEUEME001-BELESK001'),",60,130,DEUEME001,BELESK001,2023-12-30 00:00:00,2026-05-18 00:00:00,true,Erps-Kwerps (Kortenberg) - D'ieteren,4.56352,50.89092,Description Info: Route DEUEME001-BELESK001,OK,60 130,DEUEME001 BELESK001,94
"(60, 337, 'Thursday-03-02', 'Saturday-03-02', true, 'Description Info: Route DEUEME001-BELZEE001'),",60,337,DEUEME001,BELZEE001,2023-03-02 00:00:00,2024-03-02 00:00:00,true,ZeebrÃ¼gge - WWL,3.23388,51.31563,Description Info: Route DEUEME001-BELZEE001,OK,60 337,DEUEME001 BELZEE001,95
"(60, 187, 'Saturday-07-01', 'Thursday-02-06', true, 'Description Info: Route DEUEME001-CHELPG001'),",60,187,DEUEME001,CHELPG001,2023-07-01 00:00:00,2025-02-06 00:00:00,true,Lupfig - AMAG,8.21115,47.44898,Description Info: Route DEUEME001-CHELPG001,OK,60 187,DEUEME001 CHELPG001,96
"(60, 188, 'Thursday-10-27', 'Saturday-07-19', true, 'Description Info: Route DEUEME001-CZEJNC001'),",60,188,DEUEME001,CZEJNC001,2022-10-27 00:00:00,2025-07-19 00:00:00,true,Jenec - HÃ¶dlmayr,14.21276,50.09375,Description Info: Route DEUEME001-CZEJNC001,OK,60 188,DEUEME001 CZEJNC001,97
"(60, 1, 'Monday-07-17', 'Sunday-05-05', true, 'Description Info: Route DEUEME001-DEU010   B'),",60,1,DEUEME001,DEU010   B,2023-07-17 00:00:00,2024-05-05 00:00:00,true,POOL / RESERVE,10.248004,51.510094,Description Info: Route DEUEME001-DEU010   B,OK,60 1,DEUEME001 DEU010   B,98
"(60, 28, 'Friday-10-06', 'Thursday-04-03', true, 'Description Info: Route DEUEME001-DEU520   N'),",60,28,DEUEME001,DEU520   N,2023-10-06 00:00:00,2025-04-03 00:00:00,true,NAHBEREICH EMDEN,7.2058304,53.3670541,Description Info: Route DEUEME001-DEU520   N,OK,60 28,DEUEME001 DEU520   N,99
"(60, 46, 'Monday-08-07', 'Wednesday-07-01', true, 'Description Info: Route DEUEME001-DEUBRV001'),",60,46,DEUEME001,DEUBRV001,2023-08-07 00:00:00,2026-07-01 00:00:00,true,Bremerhaven - BLG,8.57301,53.57832,Description Info: Route DEUEME001-DEUBRV001,OK,60 46,DEUEME001 DEUBRV001,100
"(60, 49, 'Tuesday-12-26', 'Thursday-06-04', true, 'Description Info: Route DEUEME001-DEUCAN001'),",60,49,DEUEME001,DEUCAN001,2023-12-26 00:00:00,2026-06-04 00:00:00,true,Calden - DP Trading,9.37583,51.40303,Description Info: Route DEUEME001-DEUCAN001,OK,60 49,DEUEME001 DEUCAN001,101
"(60, 51, 'Monday-11-14', 'Saturday-07-25', true, 'Description Info: Route DEUEME001-DEUCUX002'),",60,51,DEUEME001,DEUCUX002,2022-11-14 00:00:00,2026-07-25 00:00:00,true,Cuxhaven - BLG,8.72047,53.85896,Description Info: Route DEUEME001-DEUCUX002,OK,60 51,DEUEME001 DEUCUX002,102
"(60, 52, 'Monday-12-19', 'Sunday-03-09', true, 'Description Info: Route DEUEME001-DEUDAR001'),",60,52,DEUEME001,DEUDAR001,2022-12-19 00:00:00,2025-03-09 00:00:00,true,Darmstadt - R+H,8.62598,49.88216,Description Info: Route DEUEME001-DEUDAR001,OK,60 52,DEUEME001 DEUDAR001,103
"(60, 61, 'Monday-03-28', 'Friday-07-26', true, 'Description Info: Route DEUEME001-DEUEME002'),",60,61,DEUEME001,DEUEME002,2022-03-28 00:00:00,2024-07-26 00:00:00,true,Emden - AuÃŸenhafen,7.17683,53.33672,Description Info: Route DEUEME001-DEUEME002,OK,60 61,DEUEME001 DEUEME002,104
"(60, 63, 'Wednesday-09-13', 'Tuesday-09-02', true, 'Description Info: Route DEUEME001-DEUEME004'),",60,63,DEUEME001,DEUEME004,2023-09-13 00:00:00,2025-09-02 00:00:00,true,Emden - Werk Halle 10,7.18213,53.34785,Description Info: Route DEUEME001-DEUEME004,OK,60 63,DEUEME001 DEUEME004,105
"(60, 66, 'Friday-03-25', 'Saturday-11-23', true, 'Description Info: Route DEUEME001-DEUESS001'),",60,66,DEUEME001,DEUESS001,2022-03-25 00:00:00,2024-11-23 00:00:00,true,Essen - Helf,7.02835,51.4988,Description Info: Route DEUEME001-DEUESS001,OK,60 66,DEUEME001 DEUESS001,106
"(60, 67, 'Sunday-12-10', 'Thursday-09-03', true, 'Description Info: Route DEUEME001-DEUFAB001'),",60,67,DEUEME001,DEUFAB001,2023-12-10 00:00:00,2026-09-03 00:00:00,true,Wolfsburg (MLW Fallersleben) - Mosolf,10.69512,52.42378,Description Info: Route DEUEME001-DEUFAB001,OK,60 67,DEUEME001 DEUFAB001,107
"(60, 70, 'Monday-07-11', 'Sunday-07-05', true, 'Description Info: Route DEUEME001-DEUGHU001'),",60,70,DEUEME001,DEUGHU001,2022-07-11 00:00:00,2026-07-05 00:00:00,true,Glauchau - SAT (Mosolf),12.54086,50.82872,Description Info: Route DEUEME001-DEUGHU001,OK,60 70,DEUEME001 DEUGHU001,108
"(60, 71, 'Thursday-11-03', 'Monday-08-05', true, 'Description Info: Route DEUEME001-DEUGIG001'),",60,71,DEUEME001,DEUGIG001,2022-11-03 00:00:00,2024-08-05 00:00:00,true,Ginsheim-Gustavsburg - Frankenbach,8.33922,49.99216,Description Info: Route DEUEME001-DEUGIG001,OK,60 71,DEUEME001 DEUGIG001,109
"(60, 79, 'Friday-01-21', 'Monday-12-22', true, 'Description Info: Route DEUEME001-DEUHAM001'),",60,79,DEUEME001,DEUHAM001,2022-01-21 00:00:00,2025-12-22 00:00:00,true,Hamburg - BLG,9.94394,53.50578,Description Info: Route DEUEME001-DEUHAM001,OK,60 79,DEUEME001 DEUHAM001,110
"(60, 80, 'Friday-03-25', 'Tuesday-05-05', true, 'Description Info: Route DEUEME001-DEUHAM002'),",60,80,DEUEME001,DEUHAM002,2022-03-25 00:00:00,2026-05-05 00:00:00,true,Hamburg - Unikai,10.01193,53.52747,Description Info: Route DEUEME001-DEUHAM002,OK,60 80,DEUEME001 DEUHAM002,111
"(60, 86, 'Monday-12-04', 'Monday-01-12', true, 'Description Info: Route DEUEME001-DEUKAK001'),",60,86,DEUEME001,DEUKAK001,2023-12-04 00:00:00,2026-01-12 00:00:00,true,Probfeld (Karlskron) - ATP,11.36424,48.67877,Description Info: Route DEUEME001-DEUKAK001,OK,60 86,DEUEME001 DEUKAK001,112
"(60, 87, 'Tuesday-02-01', 'Tuesday-11-26', true, 'Description Info: Route DEUEME001-DEUKAS001'),",60,87,DEUEME001,DEUKAS001,2022-02-01 00:00:00,2024-11-26 00:00:00,true,Kassel-Waldau - Formel D,9.50042,51.27942,Description Info: Route DEUEME001-DEUKAS001,OK,60 87,DEUEME001 DEUKAS001,113
"(60, 88, 'Thursday-12-28', 'Tuesday-04-02', true, 'Description Info: Route DEUEME001-DEUKIP001'),",60,88,DEUEME001,DEUKIP001,2023-12-28 00:00:00,2024-04-02 00:00:00,true,Kippenheim - Mosolf,7.83364,48.32345,Description Info: Route DEUEME001-DEUKIP001,OK,60 88,DEUEME001 DEUKIP001,114
"(60, 91, 'Monday-10-30', 'Thursday-10-01', true, 'Description Info: Route DEUEME001-DEULBC002'),",60,91,DEUEME001,DEULBC002,2023-10-30 00:00:00,2026-10-01 00:00:00,true,LÃ¼beck (TravemÃ¼nde) - LHG Skandinavienkai,10.83853,53.93406,Description Info: Route DEUEME001-DEULBC002,OK,60 91,DEUEME001 DEULBC002,115
"(60, 93, 'Wednesday-04-12', 'Sunday-07-19', true, 'Description Info: Route DEUEME001-DEULEH001'),",60,93,DEUEME001,DEULEH001,2023-04-12 00:00:00,2026-07-19 00:00:00,true,Lehrte (Aligse) - CAT,9.97578,52.39472,Description Info: Route DEUEME001-DEULEH001,OK,60 93,DEUEME001 DEULEH001,116
"(60, 97, 'Tuesday-08-08', 'Tuesday-05-19', true, 'Description Info: Route DEUEME001-DEUNDS001'),",60,97,DEUEME001,DEUNDS001,2023-08-08 00:00:00,2026-05-19 00:00:00,true,Neuseddin - CAT,13.00601,52.2889,Description Info: Route DEUEME001-DEUNDS001,OK,60 97,DEUEME001 DEUNDS001,117
"(60, 98, 'Sunday-08-20', 'Thursday-03-13', true, 'Description Info: Route DEUEME001-DEUNEM001'),",60,98,DEUEME001,DEUNEM001,2023-08-20 00:00:00,2025-03-13 00:00:00,true,Neckarsulm - Audi Forum?,9.22127,49.19357,Description Info: Route DEUEME001-DEUNEM001,OK,60 98,DEUEME001 DEUNEM001,118
"(60, 99, 'Tuesday-08-16', 'Thursday-03-13', true, 'Description Info: Route DEUEME001-DEUNSS001'),",60,99,DEUEME001,DEUNSS001,2022-08-16 00:00:00,2025-03-13 00:00:00,true,Neuss - Autoterminal Neuss,6.7142,51.21054,Description Info: Route DEUEME001-DEUNSS001,OK,60 99,DEUEME001 DEUNSS001,119
"(60, 100, 'Tuesday-11-15', 'Tuesday-01-27', true, 'Description Info: Route DEUEME001-DEUNUE001'),",60,100,DEUEME001,DEUNUE001,2022-11-15 00:00:00,2026-01-27 00:00:00,true,NÃ¼rnberg - Altmann,11.0975,49.41997,Description Info: Route DEUEME001-DEUNUE001,OK,60 100,DEUEME001 DEUNUE001,120
"(60, 102, 'Wednesday-10-25', 'Tuesday-11-11', true, 'Description Info: Route DEUEME001-DEUOSN002'),",60,102,DEUEME001,DEUOSN002,2023-10-25 00:00:00,2025-11-11 00:00:00,true,OsnabrÃ¼ck - CAT,8.09121,52.26288,Description Info: Route DEUEME001-DEUOSN002,OK,60 102,DEUEME001 DEUOSN002,121
"(60, 105, 'Wednesday-09-13', 'Monday-11-03', true, 'Description Info: Route DEUEME001-DEURDN001'),",60,105,DEUEME001,DEURDN001,2023-09-13 00:00:00,2025-11-03 00:00:00,true,Rehden - BTR,8.4804901,52.624975,Description Info: Route DEUEME001-DEURDN001,OK,60 105,DEUEME001 DEURDN001,122
"(60, 120, 'Wednesday-02-01', 'Tuesday-07-28', true, 'Description Info: Route DEUEME001-DEUWLZ001'),",60,120,DEUEME001,DEUWLZ001,2023-02-01 00:00:00,2026-07-28 00:00:00,true,Wolnzach - Altmann,11.63098,48.5935,Description Info: Route DEUEME001-DEUWLZ001,OK,60 120,DEUEME001 DEUWLZ001,123
"(60, 122, 'Thursday-09-29', 'Tuesday-07-15', true, 'Description Info: Route DEUEME001-DEUWOB001 '),",60,122,DEUEME001,DEUWOB001 ,2022-09-29 00:00:00,2025-07-15 00:00:00,true,Wolfsburg - Werk,10.79639,52.4354,Description Info: Route DEUEME001-DEUWOB001 ,OK,60 122,DEUEME001 DEUWOB001 ,124
"(60, 345, 'Sunday-07-03', 'Wednesday-11-04', true, 'Description Info: Route DEUEME001-DNKRNG001'),",60,345,DEUEME001,DNKRNG001,2022-07-03 00:00:00,2026-11-04 00:00:00,true,Ringsted - Dansk Auto Logik,11.81151,55.43573,Description Info: Route DEUEME001-DNKRNG001,OK,60 345,DEUEME001 DNKRNG001,125
"(60, 195, 'Saturday-05-20', 'Monday-08-04', true, 'Description Info: Route DEUEME001-DNKVDP001'),",60,195,DEUEME001,DNKVDP001,2023-05-20 00:00:00,2025-08-04 00:00:00,true,Vamdrup - Dansk Auto Logik,9.31196,55.43712,Description Info: Route DEUEME001-DNKVDP001,OK,60 195,DEUEME001 DNKVDP001,126
"(60, 154, 'Saturday-11-26', 'Wednesday-10-22', true, 'Description Info: Route DEUEME001-ESPTAR001'),",60,154,DEUEME001,ESPTAR001,2022-11-26 00:00:00,2025-10-22 00:00:00,true,Tarragona - Berge Gefco,1.25027,41.1092,Description Info: Route DEUEME001-ESPTAR001,OK,60 154,DEUEME001 ESPTAR001,127
"(60, 156, 'Friday-03-03', 'Friday-10-02', true, 'Description Info: Route DEUEME001-FRAA5V001'),",60,156,DEUEME001,FRAA5V001,2023-03-03 00:00:00,2026-10-02 00:00:00,true,Avrigny - CAT,2.57828,49.38974,Description Info: Route DEUEME001-FRAA5V001,OK,60 156,DEUEME001 FRAA5V001,128
"(60, 157, 'Tuesday-11-29', 'Thursday-10-01', true, 'Description Info: Route DEUEME001-FRAALG001'),",60,157,DEUEME001,FRAALG001,2022-11-29 00:00:00,2026-10-01 00:00:00,true,Ambares-et-Lagrave  - GCA,-0.51922,44.92631,Description Info: Route DEUEME001-FRAALG001,OK,60 157,DEUEME001 FRAALG001,129
"(60, 199, 'Sunday-02-26', 'Friday-01-17', true, 'Description Info: Route DEUEME001-FRACBA001'),",60,199,DEUEME001,FRACBA001,2023-02-26 00:00:00,2025-01-17 00:00:00,true,Corbas (Lyon) - TEA,4.91447,45.68642,Description Info: Route DEUEME001-FRACBA001,OK,60 199,DEUEME001 FRACBA001,130
"(60, 219, 'Tuesday-03-01', 'Sunday-09-15', true, 'Description Info: Route DEUEME001-FRAFOR001'),",60,219,DEUEME001,FRAFOR001,2022-03-01 00:00:00,2024-09-15 00:00:00,true,Forbach - CAT (Egerland France),6.877,49.18014,Description Info: Route DEUEME001-FRAFOR001,OK,60 219,DEUEME001 FRAFOR001,131
"(60, 349, 'Thursday-11-30', 'Monday-06-01', true, 'Description Info: Route DEUEME001-FRALAU001'),",60,349,DEUEME001,FRALAU001,2023-11-30 00:00:00,2026-06-01 00:00:00,true,Lauterbourg - Walon France,8.18347,48.96319,Description Info: Route DEUEME001-FRALAU001,OK,60 349,DEUEME001 FRALAU001,132
"(60, 421, 'Thursday-12-08', 'Sunday-03-24', true, 'Description Info: Route DEUEME001-FRAVCT001'),",60,421,DEUEME001,FRAVCT001,2022-12-08 00:00:00,2024-03-24 00:00:00,true,Villers-Cotterets - CAT,3.09662,49.24403,Description Info: Route DEUEME001-FRAVCT001,OK,60 421,DEUEME001 FRAVCT001,133
"(60, 191, 'Wednesday-06-14', 'Tuesday-04-16', true, 'Description Info: Route DEUEME001-HUNBUA001'),",60,191,DEUEME001,HUNBUA001,2023-06-14 00:00:00,2024-04-16 00:00:00,true,BudaÃ¶rs - Lagermax,18.97077,47.44662,Description Info: Route DEUEME001-HUNBUA001,OK,60 191,DEUEME001 HUNBUA001,134
"(60, 201, 'Wednesday-12-13', 'Monday-06-23', true, 'Description Info: Route DEUEME001-ITAARP001'),",60,201,DEUEME001,ITAARP001,2023-12-13 00:00:00,2025-06-23 00:00:00,true,Arena Po - Bertani,9.38801,45.08488,Description Info: Route DEUEME001-ITAARP001,OK,60 201,DEUEME001 ITAARP001,135
"(60, 202, 'Friday-08-05', 'Friday-07-25', true, 'Description Info: Route DEUEME001-ITAPEF001'),",60,202,DEUEME001,ITAPEF001,2022-08-05 00:00:00,2025-07-25 00:00:00,true,Piadena - Altmann,10.36434,45.12519,Description Info: Route DEUEME001-ITAPEF001,OK,60 202,DEUEME001 ITAPEF001,136
"(60, 192, 'Sunday-01-15', 'Saturday-03-15', true, 'Description Info: Route DEUEME001-ITAVRN001'),",60,192,DEUEME001,ITAVRN001,2023-01-15 00:00:00,2025-03-15 00:00:00,true,Verona - Bertani,10.93306,45.41978,Description Info: Route DEUEME001-ITAVRN001,OK,60 192,DEUEME001 ITAVRN001,137
"(60, 332, 'Saturday-10-15', 'Saturday-03-22', true, 'Description Info: Route DEUEME001-LUXHOW001'),",60,332,DEUEME001,LUXHOW001,2022-10-15 00:00:00,2025-03-22 00:00:00,true,Howald - Losch,6.13016,49.57698,Description Info: Route DEUEME001-LUXHOW001,OK,60 332,DEUEME001 LUXHOW001,138
"(60, 193, 'Monday-10-03', 'Wednesday-12-09', true, 'Description Info: Route DEUEME001-NLDLEU001'),",60,193,DEUEME001,NLDLEU001,2022-10-03 00:00:00,2026-12-09 00:00:00,true,Leusden - Pon Logistics,5.41336,52.12079,Description Info: Route DEUEME001-NLDLEU001,OK,60 193,DEUEME001 NLDLEU001,139
"(60, 358, 'Tuesday-09-05', 'Thursday-06-25', true, 'Description Info: Route DEUEME001-NLDRTM002'),",60,358,DEUEME001,NLDRTM002,2023-09-05 00:00:00,2026-06-25 00:00:00,true,Rotterdam - Broekman,4.2379,51.89056,Description Info: Route DEUEME001-NLDRTM002,OK,60 358,DEUEME001 NLDRTM002,140
"(60, 167, 'Wednesday-06-22', 'Sunday-04-21', true, 'Description Info: Route DEUEME001-POLSRZ001'),",60,167,DEUEME001,POLSRZ001,2022-06-22 00:00:00,2024-04-21 00:00:00,true,Swarzedz - STS,17.09652,52.39988,Description Info: Route DEUEME001-POLSRZ001,OK,60 167,DEUEME001 POLSRZ001,141
"(60, 179, 'Thursday-10-26', 'Monday-08-18', true, 'Description Info: Route DEUEME001-SVKBTS002'),",60,179,DEUEME001,SVKBTS002,2023-10-26 00:00:00,2025-08-18 00:00:00,true,Bratislava - Lagermax,17.18321,48.21971,Description Info: Route DEUEME001-SVKBTS002,OK,60 179,DEUEME001 SVKBTS002,142
"(60, 181, 'Tuesday-05-09', 'Tuesday-12-08', true, 'Description Info: Route DEUEME001-SVNKOP001'),",60,181,DEUEME001,SVNKOP001,2023-05-09 00:00:00,2026-12-08 00:00:00,true,Koper - BLG,13.7426,45.54591,Description Info: Route DEUEME001-SVNKOP001,OK,60 181,DEUEME001 SVNKOP001,143
"(61, 46, 'Sunday-10-09', 'Friday-08-15', true, 'Description Info: Route DEUEME002-DEUBRV001'),",61,46,DEUEME002,DEUBRV001,2022-10-09 00:00:00,2025-08-15 00:00:00,true,Bremerhaven - BLG,8.57301,53.57832,Description Info: Route DEUEME002-DEUBRV001,OK,61 46,DEUEME002 DEUBRV001,144
"(61, 60, 'Tuesday-03-29', 'Wednesday-03-12', true, 'Description Info: Route DEUEME002-DEUEME001'),",61,60,DEUEME002,DEUEME001,2022-03-29 00:00:00,2025-03-12 00:00:00,true,Emden - Werk,7.16983,53.35271,Description Info: Route DEUEME002-DEUEME001,OK,61 60,DEUEME002 DEUEME001,145
"(61, 153, 'Friday-03-03', 'Friday-05-01', true, 'Description Info: Route DEUEME002-ESPSDR001'),",61,153,DEUEME002,ESPSDR001,2023-03-03 00:00:00,2026-05-01 00:00:00,true,Santander - Berge,-3.82474,43.43816,Description Info: Route DEUEME002-ESPSDR001,OK,61 153,DEUEME002 ESPSDR001,146
"(61, 158, 'Tuesday-07-05', 'Wednesday-09-04', true, 'Description Info: Route DEUEME002-GBRGSY001'),",61,158,DEUEME002,GBRGSY001,2022-07-05 00:00:00,2024-09-04 00:00:00,true,Grimsby - GBA,-0.0864601,53.5757694,Description Info: Route DEUEME002-GBRGSY001,OK,61 158,DEUEME002 GBRGSY001,147
"(61, 160, 'Tuesday-05-24', 'Tuesday-04-29', true, 'Description Info: Route DEUEME002-GBRSHS001'),",61,160,DEUEME002,GBRSHS001,2022-05-24 00:00:00,2025-04-29 00:00:00,true,Sheerness - GBA,0.824228108373436,51.3631787,Description Info: Route DEUEME002-GBRSHS001,OK,61 160,DEUEME002 GBRSHS001,148
"(61, 373, 'Saturday-03-26', 'Tuesday-03-12', true, 'Description Info: Route DEUEME002-ITA7240  H'),",61,373,DEUEME002,ITA7240  H,2022-03-26 00:00:00,2024-03-12 00:00:00,true,SAVONA MARITTIMA,8.4810315,44.3080251,Description Info: Route DEUEME002-ITA7240  H,OK,61 373,DEUEME002 ITA7240  H,149
"(61, 374, 'Saturday-01-08', 'Tuesday-01-20', true, 'Description Info: Route DEUEME002-JPN4890  H'),",61,374,DEUEME002,JPN4890  H,2022-01-08 00:00:00,2026-01-20 00:00:00,true,TOYOHASHI PORT,137.391461,34.769123,Description Info: Route DEUEME002-JPN4890  H,OK,61 374,DEUEME002 JPN4890  H,150
"(61, 164, 'Sunday-06-05', 'Sunday-12-14', true, 'Description Info: Route DEUEME002-MEXVER001'),",61,164,DEUEME002,MEXVER001,2022-06-05 00:00:00,2025-12-14 00:00:00,true,HAFEN VERACRUZ,-96.1383572,19.2003429,Description Info: Route DEUEME002-MEXVER001,OK,61 164,DEUEME002 MEXVER001,151
"(61, 174, 'Wednesday-10-18', 'Monday-02-02', true, 'Description Info: Route DEUEME002-PRTSET001'),",61,174,DEUEME002,PRTSET001,2023-10-18 00:00:00,2026-02-02 00:00:00,true,Setubal - Autoeuropa,-8.88851,38.52133,Description Info: Route DEUEME002-PRTSET001,OK,61 174,DEUEME002 PRTSET001,152
"(61, 377, 'Friday-01-14', 'Sunday-03-01', true, 'Description Info: Route DEUEME002-TUR6070  H'),",61,377,DEUEME002,TUR6070  H,2022-01-14 00:00:00,2026-03-01 00:00:00,true,"TUERKEI, HAFEN DERINCE",29.8307537,40.757461,Description Info: Route DEUEME002-TUR6070  H,OK,61 377,DEUEME002 TUR6070  H,153
