CODE_Origin,CODE_Destination,Date,Transport_Mode,Volume,Capacity,Daily_Capacity
Almacen 730,Almacen 1177,2024-04-23,Tren,1.0,441.0,63.0
Almacen 730,Almacen 1177,2024-04-24,Tren,20.0,441.0,63.0
Almacen 730,Almacen 1177,2024-04-24,Camion,7.0,52.0,7.0
Almacen 730,Almacen 1177,2024-04-25,Tren,2.0,441.0,63.0
Almacen 730,Almacen 1177,2024-04-26,Tren,1.0,441.0,63.0
Almacen 730,Almacen 1177,2024-04-27,Tren,2.0,441.0,63.0
Almacen 730,Almacen 1177,2024-04-28,Tren,2.0,441.0,63.0
Almacen 730,Almacen 1204,2024-03-21,-,2.0,8.0,1.0
Almacen 730,Almacen 1204,2024-03-21,Camion,14.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-22,-,1.0,8.0,1.0
Almacen 730,Almacen 1204,2024-03-22,Camion,16.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-23,Camion,28.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-24,-,1.0,8.0,1.0
Almacen 730,Almacen 1204,2024-03-24,Camion,17.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-25,Camion,1.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-27,Camion,12.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-28,Camion,10.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-29,Camion,15.0,52.0,7.0
Almacen 730,Almacen 1204,2024-03-30,Camion,6.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-04,Camion,10.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-05,Camion,23.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-06,Camion,13.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-07,Camion,13.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-10,Camion,12.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-11,Camion,4.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-12,Camion,14.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-13,Camion,2.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-14,Camion,5.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-15,Camion,3.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-16,Camion,1.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-17,-,1.0,8.0,1.0
Almacen 730,Almacen 1204,2024-04-17,Camion,20.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-18,Camion,12.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-19,Camion,14.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-20,Camion,11.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-21,Camion,7.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-24,Camion,5.0,52.0,7.0
Almacen 730,Almacen 1204,2024-04-26,Camion,1.0,52.0,7.0
Almacen 730,Almacen 1261,2024-03-21,Tren,29.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-21,Camion,25.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-22,Tren,20.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-22,Camion,17.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-23,Tren,16.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-23,Camion,14.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-24,Tren,14.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-24,Camion,12.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-25,Tren,1.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-25,Camion,1.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-26,Tren,1.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-26,Camion,1.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-27,Tren,10.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-27,Camion,9.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-28,Tren,9.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-28,Camion,8.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-29,Tren,19.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-29,Camion,17.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-30,Tren,11.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-30,Camion,9.0,91.0,13.0
Almacen 730,Almacen 1261,2024-03-31,Tren,1.0,545.0,78.0
Almacen 730,Almacen 1261,2024-03-31,Camion,1.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-01,Tren,2.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-01,Camion,1.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-03,Tren,2.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-03,Camion,2.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-04,Tren,17.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-04,Camion,15.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-05,Tren,29.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-05,Camion,26.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-06,Tren,8.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-06,Camion,8.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-07,Tren,15.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-07,Camion,14.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-10,Tren,16.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-10,Camion,14.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-11,Tren,15.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-11,Camion,13.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-12,Tren,12.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-12,Camion,10.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-13,Tren,5.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-13,Camion,4.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-14,Tren,6.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-14,Camion,5.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-17,Tren,3.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-17,Camion,2.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-18,Tren,4.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-18,Camion,3.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-19,Tren,2.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-19,Camion,2.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-20,Tren,3.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-20,Camion,3.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-21,Tren,4.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-21,Camion,4.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-24,Tren,3.0,545.0,78.0
Almacen 730,Almacen 1261,2024-04-24,Camion,2.0,91.0,13.0
Almacen 730,Almacen 1261,2024-04-27,Tren,1.0,545.0,78.0
Almacen 730,Almacen 1302,2024-03-21,Tren,34.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-21,Camion,92.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-22,Tren,33.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-22,Camion,91.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-23,Tren,40.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-23,Camion,109.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-24,Tren,30.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-24,Camion,81.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-25,Tren,1.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-25,Camion,5.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-26,Tren,1.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-26,Camion,1.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-27,Tren,26.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-27,Camion,72.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-28,Tren,32.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-28,Camion,87.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-29,Tren,26.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-29,Camion,68.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-30,Tren,19.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-30,Camion,52.0,297.0,42.0
Almacen 730,Almacen 1302,2024-03-31,Tren,1.0,65.0,9.0
Almacen 730,Almacen 1302,2024-03-31,Camion,1.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-01,Tren,1.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-01,Camion,1.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-02,Tren,1.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-02,Camion,5.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-04,Tren,35.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-04,Camion,94.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-05,Tren,29.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-05,Camion,78.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-06,Tren,29.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-06,Camion,78.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-07,Tren,28.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-07,Camion,78.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-08,Tren,1.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-08,Camion,1.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-10,Tren,23.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-10,Camion,62.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-11,Tren,21.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-11,Camion,55.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-12,Tren,24.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-12,Camion,65.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-13,Tren,17.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-13,Camion,47.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-14,Tren,15.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-14,Camion,42.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-15,Tren,4.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-15,Camion,11.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-16,Tren,2.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-16,Camion,6.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-17,Tren,12.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-17,Camion,31.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-18,Tren,7.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-18,Camion,20.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-19,Tren,20.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-19,Camion,55.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-20,Tren,21.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-20,Camion,55.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-21,Tren,18.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-21,Camion,47.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-24,Tren,18.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-24,Camion,49.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-25,Tren,5.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-25,Camion,14.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-26,Tren,6.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-26,Camion,16.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-27,Tren,4.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-27,Camion,9.0,297.0,42.0
Almacen 730,Almacen 1302,2024-04-28,Tren,4.0,65.0,9.0
Almacen 730,Almacen 1302,2024-04-28,Camion,11.0,297.0,42.0
Almacen 730,Almacen 1339,2024-03-21,Camion,17.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-22,Camion,6.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-23,Camion,10.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-24,Camion,7.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-25,Camion,1.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-26,Camion,1.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-27,Camion,6.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-28,Camion,8.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-29,Camion,6.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-30,Camion,13.0,56.0,8.0
Almacen 730,Almacen 1339,2024-03-31,Camion,1.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-04,Camion,1.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-05,Camion,4.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-06,Camion,12.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-07,Camion,9.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-10,Camion,12.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-11,Camion,6.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-12,Camion,2.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-13,Camion,5.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-14,Camion,8.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-16,Camion,1.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-17,Camion,5.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-18,Camion,11.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-19,Camion,8.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-20,Camion,17.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-21,Camion,17.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-24,Camion,7.0,56.0,8.0
Almacen 730,Almacen 1339,2024-04-28,Camion,1.0,56.0,8.0
Almacen 730,Almacen 1372,2024-03-20,Camion,3.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-21,Camion,42.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-22,Camion,16.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-23,Camion,30.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-24,Camion,15.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-25,Camion,2.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-27,Camion,11.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-28,Camion,18.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-29,Camion,20.0,111.0,16.0
Almacen 730,Almacen 1372,2024-03-30,Camion,32.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-01,Camion,1.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-04,Camion,16.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-05,Camion,26.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-06,Camion,20.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-07,Camion,11.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-10,Camion,25.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-11,Camion,25.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-12,Camion,13.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-13,Camion,30.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-14,Camion,23.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-15,Camion,2.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-16,Camion,2.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-17,Camion,19.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-18,Camion,27.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-19,Camion,29.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-20,Camion,20.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-21,Camion,38.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-24,Camion,19.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-25,Camion,6.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-26,Camion,16.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-27,Camion,6.0,111.0,16.0
Almacen 730,Almacen 1372,2024-04-28,Camion,7.0,111.0,16.0
Almacen 730,Almacen 1379,2024-03-20,Tren,9.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-20,Camion,1.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-21,Tren,225.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-21,Camion,25.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-22,Tren,153.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-22,Camion,17.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-23,Tren,87.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-23,Camion,10.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-24,Tren,76.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-24,Camion,8.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-25,Tren,6.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-26,Tren,2.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-27,Tren,33.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-27,Camion,3.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-28,Tren,15.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-28,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-29,Tren,19.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-29,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-30,Tren,23.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-03-30,Camion,3.0,20.0,3.0
Almacen 730,Almacen 1379,2024-03-31,Tren,2.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-01,Tren,2.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-02,Tren,5.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-03,Tren,3.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-04,Tren,44.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-04,Camion,5.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-05,Tren,28.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-05,Camion,3.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-06,Tren,14.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-06,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-07,Tren,5.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-08,Tren,3.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-10,Tren,10.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-10,Camion,1.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-11,Tren,20.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-11,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-12,Tren,28.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-12,Camion,3.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-13,Tren,22.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-13,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-14,Tren,13.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-14,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-15,Tren,14.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-15,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-16,Tren,1.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-17,Tren,22.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-17,Camion,3.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-18,Tren,11.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-18,Camion,1.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-19,Tren,10.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-19,Camion,1.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-20,Tren,12.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-20,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-21,Tren,4.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-22,Tren,1.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-24,Tren,8.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-24,Camion,1.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-25,Tren,2.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-26,Tren,13.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-26,Camion,2.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-27,Tren,8.0,2032.0,290.0
Almacen 730,Almacen 1379,2024-04-27,Camion,1.0,20.0,3.0
Almacen 730,Almacen 1379,2024-04-28,Tren,3.0,2032.0,290.0
Almacen 734,Almacen 243,2024-03-21,Camion,2.0,16.0,2.0
Almacen 734,Almacen 243,2024-03-22,Camion,6.0,16.0,2.0
Almacen 734,Almacen 243,2024-03-23,Camion,2.0,16.0,2.0
Almacen 734,Almacen 243,2024-03-24,Camion,9.0,16.0,2.0
Almacen 734,Almacen 243,2024-03-25,Camion,2.0,16.0,2.0
Almacen 734,Almacen 243,2024-03-28,Camion,3.0,16.0,2.0
Almacen 734,Almacen 243,2024-03-29,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-03-30,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-05,Camion,3.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-06,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-07,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-08,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-10,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-12,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-17,Camion,3.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-18,Camion,1.0,16.0,2.0
Almacen 734,Almacen 243,2024-04-25,Camion,1.0,16.0,2.0
Almacen 734,Almacen 246,2024-03-20,Camion,1.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-21,Camion,17.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-22,Camion,31.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-23,Camion,20.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-24,Camion,14.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-25,Camion,4.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-27,Camion,4.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-28,Camion,3.0,94.0,13.0
Almacen 734,Almacen 246,2024-03-30,Camion,7.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-04,Camion,1.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-05,Camion,4.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-06,Camion,5.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-07,Camion,5.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-08,Camion,14.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-10,Camion,12.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-11,Camion,15.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-12,Camion,2.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-13,Camion,2.0,94.0,13.0
Almacen 734,Almacen 246,2024-04-18,Camion,1.0,94.0,13.0
Almacen 734,Almacen 247,2024-03-21,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-22,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-23,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-24,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-25,Camion,2.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-27,Camion,8.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-28,Camion,2.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-29,Camion,6.0,80.0,11.0
Almacen 734,Almacen 247,2024-03-30,Camion,2.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-04,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-05,Camion,8.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-06,Camion,10.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-07,Camion,6.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-08,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-10,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-11,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-12,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-13,Camion,6.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-14,Camion,8.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-15,Camion,2.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-17,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-18,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-19,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-20,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-21,Camion,4.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-24,Camion,2.0,80.0,11.0
Almacen 734,Almacen 247,2024-04-25,Camion,4.0,80.0,11.0
Almacen 734,Almacen 248,2024-03-21,Camion,8.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-22,Camion,17.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-23,Camion,7.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-24,Camion,4.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-25,Camion,4.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-27,Camion,9.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-28,Camion,7.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-29,Camion,4.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-30,Camion,1.0,133.0,19.0
Almacen 734,Almacen 248,2024-03-31,Camion,1.0,133.0,19.0
Almacen 734,Almacen 248,2024-04-05,Camion,2.0,133.0,19.0
Almacen 734,Almacen 248,2024-04-06,Camion,4.0,133.0,19.0
Almacen 734,Almacen 248,2024-04-07,Camion,5.0,133.0,19.0
Almacen 734,Almacen 248,2024-04-08,Camion,1.0,133.0,19.0
Almacen 734,Almacen 248,2024-04-10,Camion,2.0,133.0,19.0
Almacen 734,Almacen 248,2024-04-11,Camion,8.0,133.0,19.0
Almacen 734,Almacen 248,2024-04-12,Camion,5.0,133.0,19.0
